"","seq","methyl_pos","methyl_n"
"3049","ZF_NC_007112.7_56110585:56112051","56111085,56111087,56111089,56111117,56111126,56111153,56111513,56111535,56111544,56111551",10
"3050","ZF_NC_007112.7_56136105:56137940","56136605,56137240,56137296,56137422,56137424,56137436,56137440",7
"3051","ZF_NC_007112.7_56146639:56147690","56147139,56147143,56147171,56147190",4
"3052","ZF_NC_007112.7_56153337:56154337","56153837",1
"3053","ZF_NC_007112.7_56160195:56161195","56160695",1
"3054","ZF_NC_007112.7_56174529:56176471","56175029,56175083,56175093,56175959,56175971",5
"3055","ZF_NC_007112.7_56177202:56178205","56177702,56177705",2
"3056","ZF_NC_007112.7_56179951:56180985","56180451,56180485",2
"3057","ZF_NC_007112.7_56185849:56186849","56186349",1
"3058","ZF_NC_007112.7_56199333:56200333","56199833",1
"3059","ZF_NC_007112.7_56201464:56202506","56201964,56202006",2
"3060","ZF_NC_007112.7_56217523:56218741","56218023,56218034,56218074,56218094,56218116,56218127,56218137,56218149,56218173,56218176,56218189,56218194,56218212,56218237,56218241",15
"3061","ZF_NC_007112.7_56232910:56235006","56233410,56233908,56233920,56233953,56233961,56233964,56233971,56234083,56234443,56234445,56234488,56234496,56234499,56234506",14
"3062","ZF_NC_007112.7_56241947:56242996","56242447,56242467,56242496",3
"3063","ZF_NC_007112.7_56248073:56249073","56248573",1
"3064","ZF_NC_007112.7_56256720:56257736","56257220,56257229,56257236",3
"3065","ZF_NC_007112.7_56260730:56261741","56261230,56261241",2
"3066","ZF_NC_007112.7_56267326:56269823","56267826,56267829,56267946,56267955,56267961,56267983,56268000,56268004,56268025,56268912,56268917,56268921,56268923,56268926,56268935,56268967,56268976,56268988,56268990,56269053,56269157,56269174,56269187,56269192,56269201,56269205,56269209,56269220,56269242,56269268,56269288,56269303,56269314,56269323",34
"3067","ZF_NC_007112.7_56291233:56292278","56291733,56291750,56291772,56291778",4
"3068","ZF_NC_007112.7_56296273:56297359","56296773,56296776,56296810,56296820,56296827,56296830,56296859",7
"3069","ZF_NC_007112.7_56298099:56299128","56298599,56298607,56298628",3
"3070","ZF_NC_007112.7_56305300:56306349","56305800,56305849",2
"3071","ZF_NC_007112.7_56312814:56313897","56313314,56313358,56313380,56313397",4
"3072","ZF_NC_007112.7_56314336:56315647","56314836,56314853,56314860,56314893,56315065,56315074,56315092,56315103,56315107,56315147",10
"3073","ZF_NC_007112.7_56322520:56323556","56323020,56323025,56323028,56323056",4
"3074","ZF_NC_007112.7_56348740:56349760","56349240,56349260",2
"3075","ZF_NC_007112.7_56356084:56357111","56356584,56356595,56356611",3
"3076","ZF_NC_007112.7_56381068:56382565","56381568,56382054,56382065",3
"3077","ZF_NC_007112.7_56404326:56405386","56404826,56404864,56404886",3
"3078","ZF_NC_007112.7_56419745:56422075","56420245,56420512,56420536,56420557,56420565,56421511,56421519,56421529,56421575",9
"3079","ZF_NC_007112.7_56422829:56423829","56423329",1
"3080","ZF_NC_007112.7_56442895:56443920","56443395,56443420",2
"3081","ZF_NC_007112.7_56449428:56451173","56449928,56450641,56450673",3
"3082","ZF_NC_007112.7_56453195:56454505","56453695,56453702,56453711,56453714,56453717,56453759,56453768,56453789,56453803,56453806,56453840,56453849,56453854,56453858,56453913,56454005",16
"3083","ZF_NC_007112.7_56459597:56460597","56460097",1
"3084","ZF_NC_007112.7_56466195:56467261","56466695,56466761",2
"3085","ZF_NC_007112.7_56477874:56478874","56478374",1
"3086","ZF_NC_007112.7_56498483:56499782","56498983,56499045,56499057,56499282",4
"3087","ZF_NC_007112.7_56518746:56520561","56519246,56520061",2
"3088","ZF_NC_007112.7_56555670:56556676","56556170,56556176",2
"3089","ZF_NC_007112.7_56557036:56558103","56557536,56557570,56557603",3
"3090","ZF_NC_007112.7_56635677:56637457","56636177,56636182,56636189,56636193,56636218,56636244,56636249,56636368,56636377,56636955,56636957",11
"3091","ZF_NC_007112.7_56683933:56685110","56684433,56684604,56684610",3
"3092","ZF_NC_007112.7_56693334:56694588","56693834,56693854,56694048,56694088",4
"3093","ZF_NC_007112.7_56708298:56709330","56708798,56708830",2
"3094","ZF_NC_007112.7_56720968:56722565","56721468,56721491,56722065",3
"3095","ZF_NC_007112.7_56722764:56723940","56723264,56723299,56723313,56723345,56723351,56723364,56723419,56723440",8
"3096","ZF_NC_007112.7_56744090:56745117","56744590,56744617",2
"3097","ZF_NC_007112.7_56768386:56769438","56768886,56768900,56768938",3
"3098","ZF_NC_007112.7_56779455:56780547","56779955,56779963,56779965,56779974,56779976,56779980,56779987,56779993,56779995,56780002,56780013,56780021,56780023,56780031,56780039,56780047",16
"3099","ZF_NC_007112.7_56786855:56787907","56787355,56787407",2
"3100","ZF_NC_007112.7_56801271:56802342","56801771,56801778,56801813,56801832,56801837,56801842",6
"3101","ZF_NC_007112.7_56807275:56808311","56807775,56807794,56807811",3
"3102","ZF_NC_007112.7_56811007:56812060","56811507,56811560",2
"3103","ZF_NC_007112.7_56835011:56836061","56835511,56835542,56835561",3
"3104","ZF_NC_007112.7_56902881:56903907","56903381,56903407",2
"3105","ZF_NC_007112.7_57075245:57076594","57075745,57075765,57075844,57075907,57075972,57075987,57076022,57076084,57076089,57076094",10
"3106","ZF_NC_007112.7_57078626:57079695","57079126,57079149,57079195",3
"3107","ZF_NC_007112.7_57122480:57123520","57122980,57122982,57122984,57123012,57123020",5
"3108","ZF_NC_007112.7_57127243:57128306","57127743,57127754,57127767,57127784,57127806",5
"3109","ZF_NC_007112.7_57147702:57148739","57148202,57148221,57148239",3
"3110","ZF_NC_007112.7_57162409:57163425","57162909,57162918,57162925",3
"3111","ZF_NC_007112.7_57166271:57167341","57166771,57166781,57166823,57166841",4
"3112","ZF_NC_007112.7_57181892:57182892","57182392",1
"3113","ZF_NC_007112.7_57185437:57186437","57185937",1
"3114","ZF_NC_007112.7_57241796:57242796","57242296",1
"3115","ZF_NC_007112.7_57253689:57254750","57254189,57254225,57254228,57254250",4
"3116","ZF_NC_007112.7_57266872:57267918","57267372,57267397,57267418",3
"3117","ZF_NC_007112.7_57268056:57269111","57268556,57268572,57268603,57268607,57268611",5
"3118","ZF_NC_007112.7_57278317:57279317","57278817",1
"3119","ZF_NC_007112.7_57297988:57299797","57298488,57298570,57299297",3
"3120","ZF_NC_007112.7_57321709:57322779","57322209,57322247,57322259,57322274,57322279",5
"3121","ZF_NC_007112.7_57327267:57328310","57327767,57327783,57327791,57327810",4
"3122","ZF_NC_007112.7_57332076:57333146","57332576,57332580,57332582,57332591,57332597,57332601,57332603,57332634,57332639,57332646",10
"3123","ZF_NC_007112.7_57360630:57361652","57361130,57361136,57361141,57361152",4
"3124","ZF_NC_007112.7_57365485:57366567","57365985,57365993,57366003,57366028,57366033,57366067",6
"3125","ZF_NC_007112.7_57372086:57373102","57372586,57372602",2
"3126","ZF_NC_007112.7_57377990:57379040","57378490,57378540",2
"3127","ZF_NC_007112.7_57381163:57382301","57381663,57381668,57381686,57381696,57381703,57381732,57381737,57381742,57381748,57381763,57381768,57381801",12
"3128","ZF_NC_007112.7_57389548:57390952","57390048,57390050,57390064,57390068,57390072,57390075,57390077,57390082,57390093,57390098,57390111,57390117,57390120,57390124,57390127,57390132,57390138,57390155,57390158,57390173,57390187,57390192,57390196,57390198,57390205,57390209,57390254,57390261,57390268,57390281,57390287,57390289,57390292,57390299,57390305,57390307,57390317,57390323,57390361,57390369,57390374,57390378,57390380,57390384,57390386,57390391,57390401,57390403,57390410,57390418,57390426,57390428,57390442,57390446,57390452",55
"3129","ZF_NC_007112.7_57430574:57431628","57431074,57431082,57431128",3
"3130","ZF_NC_007112.7_57431696:57432757","57432196,57432205,57432208,57432217,57432219,57432221,57432245,57432257",8
"3131","ZF_NC_007112.7_57439885:57441214","57440385,57440442,57440664,57440714",4
"3132","ZF_NC_007112.7_57445344:57446486","57445844,57445854,57445861,57445864,57445876,57445879,57445881,57445887,57445890,57445893,57445899,57445902,57445947,57445949,57445954,57445957,57445979,57445986",18
"3133","ZF_NC_007112.7_57451207:57452207","57451707",1
"3134","ZF_NC_007112.7_57455369:57456595","57455869,57455873,57455886,57455913,57455923,57456051,57456095",7
"3135","ZF_NC_007112.7_57457868:57458901","57458368,57458378,57458380,57458385,57458401",5
"3136","ZF_NC_007112.7_57461623:57462658","57462123,57462158",2
"3137","ZF_NC_007112.7_57464286:57465342","57464786,57464842",2
"3138","ZF_NC_007112.7_57466011:57467080","57466511,57466543,57466580",3
"3139","ZF_NC_007112.7_57472626:57474925","57473126,57473139,57473150,57473179,57473364,57473367,57473372,57473378,57473395,57473413,57473427,57473432,57473435,57473438,57473536,57473550,57473563,57473569,57473571,57473574,57473581,57473589,57473605,57473631,57473645,57473648,57474405,57474425",28
"3140","ZF_NC_007112.7_57481490:57483170","57481990,57482004,57482027,57482056,57482058,57482071,57482111,57482612,57482643,57482659,57482670",11
"3141","ZF_NC_007112.7_57488716:57489716","57489216",1
"3142","ZF_NC_007112.7_57491472:57492546","57491972,57491998,57492000,57492046",4
"3143","ZF_NC_007112.7_57529256:57530525","57529756,57529824,57529840,57529976,57529978,57529994,57530003,57530021,57530023,57530025",10
"3144","ZF_NC_007112.7_57533365:57534386","57533865,57533886",2
"3145","ZF_NC_007112.7_57541731:57542731","57542231",1
"3146","ZF_NC_007112.7_57548248:57549248","57548748",1
"3147","ZF_NC_007112.7_57569167:57571078","57569667,57569676,57569680,57569706,57569713,57569715,57570498,57570521,57570530,57570546,57570578",11
"3148","ZF_NC_007112.7_57573656:57574674","57574156,57574171,57574174",3
"3149","ZF_NC_007112.7_57578762:57579819","57579262,57579286,57579304,57579319",4
"3150","ZF_NC_007112.7_57583367:57584370","57583867,57583870",2
"3151","ZF_NC_007112.7_57591458:57592458","57591958",1
"3152","ZF_NC_007112.7_57600122:57601140","57600622,57600640",2
"3153","ZF_NC_007112.7_57610378:57611448","57610878,57610907,57610916,57610926,57610929,57610941,57610948",7
"3154","ZF_NC_007112.7_57612385:57613440","57612885,57612914,57612931,57612933,57612940",5
"3155","ZF_NC_007112.7_57626670:57628186","57627170,57627172,57627176,57627184,57627191,57627198,57627203,57627212,57627218,57627222,57627236,57627238,57627244,57627246,57627254,57627261,57627263,57627278,57627286,57627293,57627299,57627301,57627319,57627353,57627369,57627384,57627387,57627389,57627395,57627408,57627650,57627657,57627659,57627672,57627676,57627678,57627686",37
"3156","ZF_NC_007112.7_57643237:57644319","57643737,57643742,57643745,57643754,57643757,57643819",6
"3157","ZF_NC_007112.7_57654195:57655195","57654695",1
"3158","ZF_NC_007112.7_57698550:57699554","57699050,57699054",2
"3159","ZF_NC_007112.7_57719932:57720932","57720432",1
"3160","ZF_NC_007112.7_57737710:57738774","57738210,57738219,57738234,57738257,57738274",5
"3161","ZF_NC_007112.7_57759817:57760841","57760317,57760323,57760341",3
"3162","ZF_NC_007112.7_57764645:57765645","57765145",1
"3163","ZF_NC_007112.7_57769863:57771309","57770363,57770399,57770404,57770809",4
"3164","ZF_NC_007112.7_57771720:57772779","57772220,57772240,57772279",3
"3165","ZF_NC_007112.7_57776659:57777677","57777159,57777177",2
"3166","ZF_NC_007112.7_57779738:57780805","57780238,57780305",2
"3167","ZF_NC_007112.7_57793829:57795218","57794329,57794359,57794426,57794432,57794436,57794450,57794452,57794458,57794460,57794468,57794475,57794477,57794485,57794487,57794492,57794496,57794500,57794503,57794710,57794715,57794718",21
"3168","ZF_NC_007112.7_57817528:57818562","57818028,57818038,57818044,57818062",4
"3169","ZF_NC_007112.7_57821009:57822009","57821509",1
"3170","ZF_NC_007112.7_57831931:57832931","57832431",1
"3171","ZF_NC_007112.7_57833640:57834698","57834140,57834149,57834155,57834180,57834183,57834188,57834198",7
"3172","ZF_NC_007112.7_57867755:57868832","57868255,57868276,57868332",3
"3173","ZF_NC_007112.7_57883648:57884841","57884148,57884151,57884161,57884185,57884188,57884198,57884216,57884228,57884304,57884311,57884326,57884330,57884332,57884341",14
"3174","ZF_NC_007112.7_57937403:57938454","57937903,57937913,57937954",3
"3175","ZF_NC_007112.7_57951027:57952162","57951527,57951565,57951581,57951611,57951662",5
"3176","ZF_NC_007112.7_57958852:57959852","57959352",1
"3177","ZF_NC_007112.7_57964263:57965390","57964763,57964813,57964867,57964890",4
"3178","ZF_NC_007112.7_57972399:57973940","57972899,57972916,57972920,57972923,57972953,57972955,57972958,57973423,57973440",9
"3179","ZF_NC_007112.7_57975476:57976940","57975976,57976003,57976440",3
"3180","ZF_NC_007112.7_57976982:57978997","57977482,57977490,57977492,57977500,57977503,57977505,57977509,57977511,57977515,57977517,57977519,57977521,57977527,57977534,57977538,57977543,57977545,57977555,57977562,57977570,57977572,57978189,57978248,57978358,57978366,57978383,57978387,57978391,57978409,57978412,57978426,57978449,57978452,57978467,57978476,57978489,57978497",37
"3181","ZF_NC_007112.7_57987508:57988508","57988008",1
"3182","ZF_NC_007112.7_58000016:58001091","58000516,58000521,58000524,58000535,58000550,58000553,58000588,58000591",8
"3183","ZF_NC_007112.7_58014984:58016047","58015484,58015489,58015513,58015515,58015520,58015528,58015538,58015547",8
"3184","ZF_NC_007112.7_58021478:58022478","58021978",1
"3185","ZF_NC_007112.7_58024743:58026101","58025243,58025322,58025430,58025471,58025591,58025601",6
"3186","ZF_NC_007112.7_58031108:58032154","58031608,58031626,58031644,58031646,58031654",5
"3187","ZF_NC_007112.7_58038213:58039219","58038713,58038719",2
"3188","ZF_NC_007112.7_58039411:58040411","58039911",1
"3189","ZF_NC_007112.7_58055251:58056341","58055751,58055757,58055788,58055794,58055806,58055821,58055832,58055841",8
"3190","ZF_NC_007112.7_58071317:58072377","58071817,58071833,58071844,58071859,58071868,58071870,58071877",7
"3191","ZF_NC_007112.7_58080020:58081020","58080520",1
"3192","ZF_NC_007112.7_58103825:58104899","58104325,58104341,58104347,58104370,58104372,58104380,58104382,58104399",8
"3193","ZF_NC_007112.7_58106555:58107555","58107055",1
"3194","ZF_NC_007112.7_58109460:58111217","58109960,58110027,58110059,58110080,58110111,58110684,58110717",7
"3195","ZF_NC_007112.7_58131949:58132949","58132449",1
"3196","ZF_NC_007112.7_58142142:58143184","58142642,58142684",2
"3197","ZF_NC_007112.7_58146535:58147645","58147035,58147043,58147056,58147070,58147097,58147145",6
"3198","ZF_NC_007112.7_58148204:58149218","58148704,58148718",2
"3199","ZF_NC_007112.7_58186870:58187937","58187370,58187437",2
"3200","ZF_NC_007112.7_58191873:58192880","58192373,58192375,58192380",3
"3201","ZF_NC_007112.7_58208919:58210076","58209419,58209423,58209433,58209444,58209457,58209459,58209467,58209484,58209573,58209576",10
"3202","ZF_NC_007112.7_58212499:58213709","58212999,58213031,58213153,58213187,58213209",5
"3203","ZF_NC_007112.7_58247291:58248335","58247791,58247835",2
"3204","ZF_NC_007112.7_58268097:58269097","58268597",1
"3205","ZF_NC_007112.7_58276096:58277134","58276596,58276600,58276634",3
"3206","ZF_NC_007112.7_58280539:58281706","58281039,58281059,58281167,58281206",4
"3207","ZF_NC_007112.7_58296061:58297088","58296561,58296569,58296578,58296585,58296588",5
"3208","ZF_NC_007112.7_58321592:58322599","58322092,58322094,58322099",3
"3209","ZF_NC_007112.7_58338249:58339406","58338749,58338753,58338763,58338774,58338787,58338789,58338797,58338814,58338903,58338906",10
"3210","ZF_NC_007112.7_58341840:58343050","58342340,58342494,58342528,58342550",4
"3211","ZF_NC_007112.7_58351061:58352131","58351561,58351565,58351597,58351620,58351628,58351631",6
"3212","ZF_NC_007112.7_58358163:58359237","58358663,58358669,58358673,58358705,58358712,58358737",6
"3213","ZF_NC_007112.7_58405039:58406124","58405539,58405562,58405624",3
"3214","ZF_NC_007112.7_58406238:58407238","58406738",1
"3215","ZF_NC_007112.7_58416947:58417961","58417447,58417461",2
"3216","ZF_NC_007112.7_58448151:58449948","58448651,58448659,58448661,58448678,58448685,58448690,58448699,58448722,58448724,58448730,58449413,58449419,58449437,58449439,58449448",15
"3217","ZF_NC_007112.7_58451113:58453121","58451613,58451663,58452621",3
"3218","ZF_NC_007112.7_58454385:58455469","58454885,58454950,58454969",3
"3219","ZF_NC_007112.7_58470354:58471912","58470854,58470877,58470879,58470885,58470887,58470895,58470900,58470905,58470913,58470915,58470924,58470937,58471229,58471232,58471235,58471256,58471272,58471285,58471302,58471314,58471317,58471323,58471336,58471347,58471357,58471361,58471365,58471381,58471389,58471412",30
"3220","ZF_NC_007112.7_58509698:58510710","58510198,58510205,58510210",3
"3221","ZF_NC_007112.7_58535479:58536735","58535979,58536235",2
"3222","ZF_NC_007112.7_58548097:58549126","58548597,58548626",2
"3223","ZF_NC_007112.7_58558866:58560035","58559366,58559376,58559392,58559424,58559428,58559508,58559513,58559523,58559526,58559535",10
"3224","ZF_NC_007112.7_58568541:58569570","58569041,58569070",2
"3225","ZF_NC_007112.7_58576799:58577861","58577299,58577301,58577303,58577327,58577337,58577344,58577353,58577361",8
"3226","ZF_NC_007112.7_58586732:58587794","58587232,58587294",2
"3227","ZF_NC_007112.7_58594319:58596079","58594819,58594840,58594842,58594854,58594873,58594884,58594895,58594899,58594914,58594918,58594922,58594924,58594926,58594938,58594968,58595009,58595022,58595028,58595041,58595045,58595106,58595125,58595147,58595151,58595156,58595167,58595169,58595177,58595183,58595190,58595271,58595439,58595445,58595458,58595523,58595532,58595554,58595576,58595579",39
"3228","ZF_NC_007112.7_58600239:58601296","58600739,58600764,58600796",3
"3229","ZF_NC_007112.7_58605363:58606566","58605863,58605873,58605882,58606050,58606058,58606066",6
"3230","ZF_NC_007112.7_58612099:58613344","58612599,58612651,58612828,58612836,58612844",5
"3231","ZF_NC_007112.7_58617525:58618609","58618025,58618035,58618038,58618044,58618109",5
"3232","ZF_NC_007112.7_58624444:58625528","58624944,58624954,58624957,58624963,58624989,58625006,58625028",7
"3233","ZF_NC_007112.7_58630156:58631217","58630656,58630685,58630696,58630717",4
"3234","ZF_NC_007112.7_58650398:58651832","58650898,58651288,58651300,58651311,58651332",5
"3235","ZF_NC_007112.7_58652415:58654082","58652915,58652964,58653017,58653582",4
"3236","ZF_NC_007112.7_58655884:58657351","58656384,58656851",2
"3237","ZF_NC_007112.7_58664711:58666470","58665211,58665269,58665273,58665288,58665291,58665297,58665307,58665894,58665900,58665902,58665905,58665907,58665917,58665927,58665930,58665937,58665940,58665943,58665970",19
"3238","ZF_NC_007112.7_58666685:58667760","58667185,58667197,58667229,58667260",4
"3239","ZF_NC_007112.7_58669555:58670683","58670055,58670116,58670139,58670162,58670167,58670183",6
"3240","ZF_NC_007112.7_58680355:58681534","58680855,58680971,58681034",3
"3241","ZF_NC_007112.7_58684465:58685486","58684965,58684970,58684981,58684986",4
"3242","ZF_NC_007112.7_58690328:58691336","58690828,58690836",2
"3243","ZF_NC_007112.7_58695307:58696840","58695807,58695819,58695836,58695849,58695864,58695870,58695875,58695883,58696266,58696292,58696325,58696340",12
"3244","ZF_NC_007112.7_58704350:58705526","58704850,58704881,58704888,58704896,58705026",5
"3245","ZF_NC_007112.7_58711090:58712090","58711590",1
"3246","ZF_NC_007112.7_58716741:58717817","58717241,58717245,58717259,58717272,58717317",5
"3247","ZF_NC_007112.7_58724841:58725841","58725341",1
"3248","ZF_NC_007112.7_58736552:58737565","58737052,58737065",2
"3249","ZF_NC_007112.7_58755456:58756516","58755956,58755972,58755978,58755998,58756001,58756016",6
"3250","ZF_NC_007112.7_58756904:58757942","58757404,58757436,58757442",3
"3251","ZF_NC_007112.7_58759170:58760259","58759670,58759692,58759703,58759749,58759759",5
"3252","ZF_NC_007112.7_58773373:58774527","58773873,58773888,58773895,58773902,58773911,58773929,58773934,58773937,58773955,58773974,58773984,58773987,58773990,58774027",14
"3253","ZF_NC_007112.7_58780541:58781617","58781041,58781048,58781052,58781074,58781080,58781099,58781117",7
"3254","ZF_NC_007112.7_58789697:58790779","58790197,58790212,58790215,58790271,58790279",5
"3255","ZF_NC_007112.7_58810216:58811280","58810716,58810780",2
"3256","ZF_NC_007112.7_58822044:58823044","58822544",1
"3257","ZF_NC_007112.7_58825906:58826980","58826406,58826420,58826476,58826480",4
"3258","ZF_NC_007112.7_58827520:58828662","58828020,58828026,58828039,58828140,58828162",5
"3259","ZF_NC_007112.7_58832611:58834297","58833111,58833113,58833128,58833652,58833686,58833689,58833696,58833704,58833707,58833716,58833757,58833783,58833797",13
"3260","ZF_NC_007112.7_58834568:58835622","58835068,58835076,58835122",3
"3261","ZF_NC_007112.7_58846385:58847469","58846885,58846894,58846900,58846921,58846925,58846929,58846934,58846936,58846969",9
"3262","ZF_NC_007112.7_58871006:58872049","58871506,58871516,58871531,58871540,58871549",5
"3263","ZF_NC_007112.7_58902256:58903327","58902756,58902764,58902772,58902777,58902804,58902821,58902827",7
"3264","ZF_NC_007112.7_58903698:58904725","58904198,58904225",2
"3265","ZF_NC_007112.7_58932551:58933632","58933051,58933054,58933093,58933132",4
"3266","ZF_NC_007112.7_58942539:58943558","58943039,58943045,58943058",3
"3267","ZF_NC_007112.7_58949703:58951357","58950203,58950207,58950211,58950225,58950672,58950697,58950718,58950758,58950779,58950829,58950845,58950851,58950857",13
"3268","ZF_NC_007112.7_58951556:58952584","58952056,58952061,58952069,58952072,58952084",5
"3269","ZF_NC_007112.7_58956148:58958115","58956648,58957474,58957482,58957484,58957608,58957615",6
"3270","ZF_NC_007112.7_58972671:58973671","58973171",1
"3271","ZF_NC_007112.7_58980670:58981684","58981170,58981176,58981184",3
"3272","ZF_NC_007112.7_58984007:58985587","58984507,58984509,58984521,58984538,58984548,58984552,58984558,58985087",8
"3273","ZF_NC_007112.7_58988802:58989860","58989302,58989336,58989349,58989360",4
"3274","ZF_NC_007112.7_58990664:58992015","58991164,58991166,58991184,58991201,58991390,58991393,58991395,58991421,58991426,58991434,58991471,58991475,58991497,58991501,58991515",15
"3275","ZF_NC_007112.7_58992407:58993422","58992907,58992922",2
"3276","ZF_NC_007112.7_58999239:59000315","58999739,58999741,58999755,58999795,58999815",5
"3277","ZF_NC_007112.7_59009099:59010169","59009599,59009605,59009610,59009613,59009658,59009669",6
"3278","ZF_NC_007112.7_59012634:59013655","59013134,59013144,59013155",3
"3279","ZF_NC_007112.7_59018406:59020541","59018906,59018908,59018926,59018932,59018934,59018941,59018952,59018965,59018974,59019035,59019044,59019046,59019053,59019061,59019085,59019108,59019985,59019990,59020014,59020032,59020035,59020041",22
"3280","ZF_NC_007112.7_59042325:59043330","59042825,59042830",2
"3281","ZF_NC_007112.7_59051987:59053077","59052487,59052495,59052501,59052509,59052517,59052519,59052522,59052530,59052535,59052540,59052543,59052563,59052572,59052577",14
"3282","ZF_NC_007112.7_59117119:59118119","59117619",1
"3283","ZF_NC_007112.7_59126139:59127226","59126639,59126641,59126644,59126648,59126652,59126658,59126722,59126726",8
"3284","ZF_NC_007112.7_59130851:59131923","59131351,59131355,59131403,59131423",4
"3285","ZF_NC_007112.7_59156306:59157341","59156806,59156841",2
"3286","ZF_NC_007112.7_59159669:59160678","59160169,59160178",2
"3287","ZF_NC_007112.7_59168040:59170345","59168540,59168544,59168555,59168572,59168588,59168590,59168600,59168609,59168619,59169464,59169476,59169714,59169725,59169751,59169764,59169768,59169845",17
"3288","ZF_NC_007112.7_59173862:59174883","59174362,59174378,59174383",3
"3289","ZF_NC_007112.7_59180213:59182226","59180713,59180724,59180740,59181712,59181722,59181726",6
"3290","ZF_NC_007112.7_59193261:59196130","59193761,59193813,59193853,59194598,59194660,59194684,59195575,59195630",8
"3291","ZF_NC_007112.7_59200677:59201838","59201177,59201200,59201205,59201213,59201216,59201222,59201254,59201258,59201262,59201308,59201338",11
"3292","ZF_NC_007112.7_59202982:59204000","59203482,59203495,59203500",3
"3293","ZF_NC_007112.7_59215583:59216583","59216083",1
"3294","ZF_NC_007112.7_59226401:59227518","59226901,59226909,59226920,59226931,59226937,59226975,59226992,59227000,59227011,59227015,59227018",11
"3295","ZF_NC_007112.7_59228104:59229104","59228604",1
"3296","ZF_NC_007112.7_59229691:59230691","59230191",1
"3297","ZF_NC_007112.7_59231589:59232950","59232089,59232100,59232108,59232112,59232130,59232132,59232151,59232168,59232226,59232231,59232264,59232276,59232283,59232300,59232317,59232335,59232348,59232353,59232427,59232429,59232445,59232450",22
"3298","ZF_NC_007112.7_59238041:59239236","59238541,59238554,59238664,59238669,59238672,59238683,59238686,59238720,59238727,59238736",10
"3299","ZF_NC_007112.7_59239808:59240886","59240308,59240370,59240378,59240386",4
"3300","ZF_NC_007112.7_59241996:59242996","59242496",1
"3301","ZF_NC_007112.7_59244690:59245825","59245190,59245195,59245213,59245216,59245251,59245271,59245281,59245295,59245300,59245305,59245310,59245312,59245325",13
"3302","ZF_NC_007112.7_59247639:59248682","59248139,59248155,59248182",3
"3303","ZF_NC_007112.7_59248993:59249993","59249493",1
"3304","ZF_NC_007112.7_59251145:59252792","59251645,59251670,59251673,59252282,59252292",5
"3305","ZF_NC_007112.7_59255703:59256841","59256203,59256341",2
"3306","ZF_NC_007112.7_59259489:59260953","59259989,59260030,59260039,59260413,59260416,59260453",6
"3307","ZF_NC_007112.7_59268012:59270949","59268512,59268961,59268970,59268995,59269004,59269040,59269193,59269204,59269266,59269375,59269418,59269517,59269534,59270257,59270287,59270293,59270324,59270334,59270377,59270395,59270449",21
"3308","ZF_NC_007112.7_59272389:59273399","59272889,59272899",2
"3309","ZF_NC_007112.7_59275123:59276165","59275623,59275657,59275659,59275665",4
"3310","ZF_NC_007112.7_59278583:59279613","59279083,59279113",2
"3311","ZF_NC_007112.7_59297494:59298541","59297994,59298009,59298014,59298019,59298041",5
"3312","ZF_NC_007112.7_59304676:59305836","59305176,59305197,59305233,59305242,59305249,59305252,59305261,59305291,59305297,59305303,59305332,59305336",12
"3313","ZF_NC_007112.7_59308786:59310072","59309286,59309288,59309315,59309328,59309345,59309350,59309354,59309363,59309376,59309404,59309409,59309455,59309475,59309490,59309504,59309526,59309540,59309572",18
"3314","ZF_NC_007112.7_59312957:59313957","59313457",1
"3315","ZF_NC_007112.7_59315017:59316090","59315517,59315540,59315553,59315590",4
"3316","ZF_NC_007112.7_59317911:59319459","59318411,59318959",2
"3317","ZF_NC_007112.7_59320971:59322022","59321471,59321482,59321504,59321516,59321522",5
"3318","ZF_NC_007112.7_59323291:59324291","59323791",1
"3319","ZF_NC_007112.7_59330502:59332334","59331002,59331005,59331036,59331039,59331057,59331834",6
"3320","ZF_NC_007112.7_59341099:59342377","59341599,59341611,59341629,59341636,59341674,59341877",6
"3321","ZF_NC_007112.7_59343762:59344769","59344262,59344269",2
"3322","ZF_NC_007112.7_59349294:59350371","59349794,59349809,59349818,59349861,59349865,59349871",6
"3323","ZF_NC_007112.7_59353136:59354226","59353636,59353651,59353670,59353674,59353679,59353707,59353726",7
"3324","ZF_NC_007112.7_59356990:59358182","59357490,59357509,59357537,59357553,59357635,59357682",6
"3325","ZF_NC_007112.7_59360718:59361962","59361218,59361248,59361319,59361372,59361462",5
"3326","ZF_NC_007112.7_59365786:59366786","59366286",1
"3327","ZF_NC_007112.7_59375287:59376538","59375787,59375953,59375983,59376030,59376038",5
"3328","ZF_NC_007112.7_59395957:59397164","59396457,59396468,59396520,59396658,59396664",5
"3329","ZF_NC_007112.7_59558001:59559061","59558501,59558515,59558532,59558547,59558561",5
"3330","ZF_NC_007112.7_59559825:59562289","59560325,59560330,59560493,59561299,59561774,59561789",6
"3331","ZF_NC_007112.7_59562591:59563939","59563091,59563143,59563343,59563345,59563350,59563377,59563395,59563435,59563439",9
"3332","ZF_NC_007112.7_59570976:59572009","59571476,59571490,59571509",3
"3333","ZF_NC_007112.7_59576552:59577591","59577052,59577087,59577091",3
"3334","ZF_NC_007112.7_611:1611","1111",1
