"","seq","methyl_pos","methyl_n"
"3096","AC_14_2923921:2925031","2924421,2924437,2924471,2924504,2924507,2924526,2924531",7
"3097","AC_14_2980338:2981447","2980838,2980847,2980887,2980897,2980947",5
"3098","AC_14_3056838:3057916","3057338,3057416",2
"3099","AC_14_3213479:3214572","3213979,3214017,3214033,3214057,3214062,3214072",6
"3100","AC_14_3331635:3332759","3332135,3332201,3332228,3332246,3332249,3332259",6
"3101","AC_14_3401119:3402228","3401619,3401624,3401633,3401651,3401654,3401669,3401689,3401692,3401694,3401696,3401699,3401718,3401723,3401728",14
"3102","AC_14_3463832:3464929","3464332,3464423,3464429",3
"3103","AC_14_3487185:3488297","3487685,3487688,3487712,3487717,3487773,3487797",6
"3104","AC_14_3599710:3600808","3600210,3600216,3600308",3
"3105","AC_14_3622141:3623240","3622641,3622673,3622675,3622740",4
"3106","AC_14_3676211:3677271","3676711,3676739,3676753,3676771",4
"3107","AC_14_3703021:3704138","3703521,3703531,3703538,3703551,3703584,3703591,3703594,3703638",8
"3108","AC_14_3717590:3718679","3718090,3718111,3718121,3718138,3718141,3718149,3718179",7
"3109","AC_14_3923144:3924209","3923644,3923650,3923674,3923695,3923706,3923709",6
"3110","AC_14_3940865:3941976","3941365,3941377,3941389,3941415,3941433,3941441,3941445,3941454,3941456,3941464,3941469,3941476",12
"3111","AC_14_3942177:3943224","3942677,3942716,3942724",3
"3112","AC_14_4112092:4113205","4112592,4112596,4112602,4112687,4112705",5
"3113","AC_14_4118053:4119172","4118553,4118568,4118590,4118600,4118672",5
"3114","AC_14_4133798:4134920","4134298,4134301,4134319,4134328,4134334,4134349,4134357,4134408,4134414,4134420",10
"3115","AC_14_4207803:4208909","4208303,4208306,4208314,4208328,4208335,4208409",6
"3116","AC_14_4403962:4405059","4404462,4404466,4404541,4404559",4
"3117","AC_14_4434503:4435589","4435003,4435028,4435036,4435046,4435074,4435089",6
"3118","AC_14_4473387:4474440","4473887,4473895,4473940",3
"3119","AC_14_4497937:4499040","4498437,4498464,4498468,4498511,4498517,4498532,4498540",7
"3120","AC_14_4509625:4510698","4510125,4510142,4510167,4510194,4510198",5
"3121","AC_14_4513968:4515045","4514468,4514492,4514500,4514545",4
"3122","AC_14_4515149:4516270","4515649,4515665,4515671,4515677,4515682,4515712,4515715,4515720,4515740,4515749,4515760,4515770",12
"3123","AC_14_4711726:4712829","4712226,4712241,4712251,4712253,4712270,4712318,4712329",7
"3124","AC_14_4714447:4715569","4714947,4715008,4715045,4715069",4
"3125","AC_14_4732165:4733184","4732665,4732679,4732684",3
"3126","AC_14_4822933:4824053","4823433,4823436,4823438,4823452,4823455,4823475,4823481,4823484,4823489,4823495,4823497,4823501,4823506,4823517,4823525,4823553",16
"3127","AC_14_4842891:4844003","4843391,4843409,4843415,4843418,4843421,4843424,4843427,4843430,4843433,4843448,4843460,4843468,4843471,4843473,4843487,4843490,4843503",17
"3128","AC_14_5036092:5037212","5036592,5036595,5036608,5036649,5036687,5036694,5036712",7
"3129","AC_14_5057864:5058945","5058364,5058411,5058445",3
"3130","AC_14_5160510:5161611","5161010,5161014,5161025,5161073,5161081,5161084,5161102,5161105,5161111",9
"3131","AC_14_5174592:5175710","5175092,5175108,5175168,5175192,5175198,5175210",6
"3132","AC_14_5185885:5186995","5186385,5186421,5186446,5186479,5186483,5186495",6
"3133","AC_14_5297049:5298138","5297549,5297568,5297583,5297594,5297619,5297621,5297623,5297638",8
"3134","AC_14_5361011:5362122","5361511,5361541,5361548,5361574,5361586,5361612,5361622",7
"3135","AC_14_5370330:5371431","5370830,5370837,5370860,5370867,5370893,5370931",6
"3136","AC_14_5381383:5382418","5381883,5381918",2
"3137","AC_14_5392657:5393657","5393157",1
"3138","AC_14_5405725:5406843","5406225,5406243,5406248,5406253,5406266,5406270,5406276,5406281,5406285,5406288,5406296,5406310,5406315,5406325,5406329,5406332,5406343",17
"3139","AC_14_5417590:5418680","5418090,5418097,5418108,5418126,5418144,5418168,5418180",7
"3140","AC_14_5433423:5434524","5433923,5433952,5433961,5433973,5433980,5433991,5434010,5434024",8
"3141","AC_14_5504199:5505327","5504699,5504764,5504771,5504773,5504779,5504800,5504827",7
"3142","AC_14_5583497:5584595","5583997,5584037,5584064,5584085,5584095",5
"3143","AC_14_5589936:5591036","5590436,5590441,5590450,5590453,5590495,5590504,5590506,5590534,5590536",9
"3144","AC_14_5616014:5617119","5616514,5616544,5616553,5616598,5616619",5
"3145","AC_14_5757634:5758712","5758134,5758146,5758162,5758174,5758181,5758212",6
"3146","AC_14_5869076:5870192","5869576,5869599,5869617,5869668,5869674,5869680,5869684,5869692",8
"3147","AC_14_5872697:5873822","5873197,5873223,5873231,5873236,5873247,5873277,5873280,5873322",8
"3148","AC_14_5966012:5967105","5966512,5966605",2
"3149","AC_14_6004557:6005679","6005057,6005071,6005076,6005103,6005130,6005146,6005148,6005158,6005179",9
"3150","AC_14_6056527:6057655","6057027,6057030,6057067,6057084,6057105,6057123,6057127,6057135,6057138,6057152,6057155",11
"3151","AC_14_6085900:6087012","6086400,6086415,6086454,6086458,6086475,6086489,6086502,6086512",8
"3152","AC_14_6089706:6090706","6090206",1
"3153","AC_14_6149807:6150906","6150307,6150341,6150346,6150401,6150406",5
"3154","AC_14_6273083:6274129","6273583,6273629",2
"3155","AC_14_6398735:6399805","6399235,6399255,6399258,6399267,6399273,6399305",6
"3156","AC_14_6588071:6589140","6588571,6588587,6588589,6588620,6588640",5
"3157","AC_14_6741632:6742697","6742132,6742197",2
"3158","AC_14_6814932:6815968","6815432,6815448,6815468",3
"3159","AC_14_6832223:6833290","6832723,6832790",2
"3160","AC_14_6835050:6836050","6835550",1
"3161","AC_14_6840831:6841940","6841331,6841368,6841373,6841377,6841389,6841398,6841403,6841416,6841420,6841424,6841430,6841436,6841440",13
"3162","AC_14_6844763:6845852","6845263,6845352",2
"3163","AC_14_6850130:6851234","6850630,6850644,6850655,6850660,6850672,6850681,6850734",7
"3164","AC_14_6949780:6950783","6950280,6950283",2
"3165","AC_14_7020486:7021603","7020986,7020989,7020995,7021027,7021033,7021036,7021038,7021043,7021050,7021054,7021065,7021083,7021085,7021103",14
"3166","AC_14_7046508:7047508","7047008",1
"3167","AC_14_7072269:7073335","7072769,7072784,7072807,7072835",4
"3168","AC_14_7122713:7123798","7123213,7123272,7123296,7123298",4
"3169","AC_14_7165388:7166498","7165888,7165928,7165981,7165998",4
"3170","AC_14_7189380:7190488","7189880,7189918,7189954,7189956,7189959,7189969,7189988",7
"3171","AC_14_7249542:7250662","7250042,7250046,7250132,7250162",4
"3172","AC_14_7513423:7514509","7513923,7513927,7513944,7513979,7514009",5
"3173","AC_14_7657410:7658448","7657910,7657942,7657948",3
"3174","AC_14_8048287:8049377","8048787,8048791,8048877",3
"3175","AC_14_8056657:8057657","8057157",1
"3176","AC_14_8340002:8341052","8340502,8340508,8340520,8340552",4
"3177","AC_14_8359777:8360817","8360277,8360284,8360304,8360317",4
"3178","AC_14_8366087:8367153","8366587,8366608,8366613,8366632,8366644,8366653",6
"3179","AC_14_8562559:8563660","8563059,8563105,8563160",3
"3180","AC_14_8593394:8594450","8593894,8593908,8593913,8593918,8593928,8593950",6
"3181","AC_14_8683615:8684720","8684115,8684146,8684154,8684167,8684178,8684183,8684211,8684220",8
"3182","AC_14_8880671:8881757","8881171,8881187,8881192,8881204,8881210,8881224,8881255,8881257",8
"3183","AC_14_8947972:8948972","8948472",1
"3184","AC_14_9022714:9023830","9023214,9023219,9023231,9023234,9023248,9023254,9023258,9023261,9023264,9023287,9023318,9023323,9023330",13
"3185","AC_14_9031835:9032897","9032335,9032397",2
"3186","AC_14_9094589:9095676","9095089,9095097,9095119,9095164,9095176",5
"3187","AC_14_9291992:9293114","9292492,9292502,9292547,9292550,9292568,9292571,9292581,9292596,9292614",9
"3188","AC_14_10013359:10014431","10013859,10013865,10013887,10013920,10013931",5
"3189","AC_14_10019541:10020631","10020041,10020043,10020060,10020064,10020083,10020087,10020091,10020095,10020099,10020131",10
"3190","AC_14_10153804:10154921","10154304,10154322,10154329,10154352,10154364,10154368,10154371,10154386,10154388,10154398,10154421",11
"3191","AC_14_10306156:10307277","10306656,10306660,10306740,10306753,10306764,10306777",6
"3192","AC_14_10506450:10507573","10506950,10506953,10506959,10506962,10506972,10506983,10507000,10507006,10507055,10507060,10507073",11
"3193","AC_14_10882819:10883926","10883319,10883358,10883363,10883392,10883395,10883397,10883410,10883417,10883419,10883426",10
"3194","AC_14_10967992:10969112","10968492,10968510,10968532,10968541,10968592,10968612",6
"3195","AC_14_11011959:11012959","11012459",1
"3196","AC_14_11097840:11098913","11098340,11098382,11098401,11098413",4
"3197","AC_14_11140899:11142016","11141399,11141411,11141439,11141447,11141468,11141474,11141481,11141504,11141516",9
"3198","AC_14_11148306:11149306","11148806",1
"3199","AC_14_11256952:11258053","11257452,11257499,11257538,11257553",4
"3200","AC_14_11258642:11259759","11259142,11259154,11259177,11259211,11259228,11259235,11259237,11259250,11259259",9
"3201","AC_14_11263285:11264407","11263785,11263805,11263813,11263825,11263831,11263853,11263856,11263859,11263862,11263867,11263874,11263877,11263883,11263888,11263907",15
"3202","AC_14_11519726:11520754","11520226,11520254",2
"3203","AC_14_11669298:11670357","11669798,11669810,11669829,11669832,11669857",5
"3204","AC_14_11678123:11679145","11678623,11678645",2
"3205","AC_14_11688356:11689356","11688856",1
"3206","AC_14_11702447:11703520","11702947,11702950,11702954,11702976,11703002,11703007,11703016,11703020",8
"3207","AC_14_11711199:11712226","11711699,11711726",2
"3208","AC_14_12087738:12088843","12088238,12088271,12088328,12088343",4
"3209","AC_14_12153744:12154865","12154244,12154247,12154250,12154254,12154257,12154265,12154269,12154283,12154298,12154310,12154313,12154323,12154341,12154355,12154365",15
"3210","AC_14_12242003:12243044","12242503,12242518,12242528,12242544",4
"3211","AC_14_12405140:12406206","12405640,12405685,12405706",3
"3212","AC_14_12564357:12565469","12564857,12564863,12564876,12564933,12564940,12564942,12564961,12564965,12564969",9
"3213","AC_14_12797329:12798329","12797829",1
"3214","AC_14_12799883:12800985","12800383,12800386,12800485",3
"3215","AC_14_12865800:12866800","12866300",1
"3216","AC_14_12939562:12940674","12940062,12940068,12940076,12940090,12940097,12940121,12940142,12940146,12940174",9
"3217","AC_14_13000594:13001711","13001094,13001105,13001119,13001138,13001158,13001178,13001189,13001205,13001211",9
"3218","AC_14_13025769:13026844","13026269,13026296,13026299,13026301,13026304,13026310,13026321,13026340,13026344",9
"3219","AC_14_13098884:13099998","13099384,13099388,13099393,13099401,13099447,13099453,13099456,13099463,13099482,13099489,13099498",11
"3220","AC_14_13122334:13123453","13122834,13122841,13122868,13122876,13122910,13122928,13122935,13122941,13122953",9
"3221","AC_14_13125006:13126121","13125506,13125511,13125525,13125527,13125530,13125580,13125586,13125598,13125607,13125612,13125621",11
"3222","AC_14_13154945:13156027","13155445,13155505,13155527",3
"3223","AC_14_13416659:13417756","13417159,13417182,13417188,13417202,13417219,13417238,13417247,13417250,13417256",9
"3224","AC_14_13492430:13493521","13492930,13492946,13492954,13492973,13492994,13493010,13493021",7
"3225","AC_14_13558718:13559758","13559218,13559258",2
"3226","AC_14_13790599:13791704","13791099,13791107,13791110,13791128,13791138,13791157,13791173,13791177,13791204",9
"3227","AC_14_14323194:14324282","14323694,14323728,14323782",3
"3228","AC_14_14506460:14507531","14506960,14506980,14507027,14507031",4
"3229","AC_14_14521342:14522448","14521842,14521886,14521912,14521948",4
"3230","AC_14_15090314:15091422","15090814,15090831,15090837,15090850,15090855,15090861,15090889,15090894,15090902,15090910,15090922",11
"3231","AC_14_15268449:15269449","15268949",1
"3232","AC_14_15510662:15511717","15511162,15511210,15511217",3
"3233","AC_14_15824283:15825396","15824783,15824818,15824830,15824845,15824851,15824857,15824869,15824886,15824890,15824896",10
"3234","AC_14_16146156:16147212","16146656,16146712",2
"3235","AC_14_16341673:16342801","16342173,16342200,16342224,16342242,16342301",5
"3236","AC_14_16367788:16368909","16368288,16368290,16368293,16368296,16368343,16368351,16368376,16368380,16368409",9
"3237","AC_14_16371826:16372863","16372326,16372363",2
"3238","AC_14_16375943:16377043","16376443,16376446,16376455,16376464,16376468,16376487,16376491,16376506,16376518,16376524,16376539,16376543",12
"3239","AC_14_16509262:16510262","16509762",1
"3240","AC_14_16810037:16811072","16810537,16810572",2
"3241","AC_14_16818502:16819620","16819002,16819056,16819063,16819072,16819104,16819120",6
"3242","AC_14_16831857:16832857","16832357",1
"3243","AC_14_16875059:16876148","16875559,16875567,16875574,16875648",4
"3244","AC_14_16898896:16899896","16899396",1
"3245","AC_14_16959207:16960327","16959707,16959712,16959723,16959771,16959801,16959808,16959827",7
"3246","AC_14_17005145:17006242","17005645,17005665,17005742",3
"3247","AC_14_17029858:17030878","17030358,17030373,17030378",3
"3248","AC_14_17057208:17058208","17057708",1
"3249","AC_14_17131171:17132176","17131671,17131676",2
"3250","AC_14_17373402:17374479","17373902,17373942,17373968,17373979",4
"3251","AC_14_17425628:17426737","17426128,17426180,17426228,17426237",4
"3252","AC_14_17465833:17466914","17466333,17466414",2
"3253","AC_14_17519401:17520481","17519901,17519906,17519909,17519914,17519946,17519968,17519977,17519981",8
"3254","AC_14_17545624:17546661","17546124,17546143,17546161",3
"3255","AC_14_17598121:17599239","17598621,17598625,17598672,17598687,17598698,17598720,17598724,17598728,17598739",9
"3256","AC_14_17623617:17624698","17624117,17624119,17624192,17624198",4
"3257","AC_14_17713449:17714572","17713949,17713951,17713958,17713976,17714000,17714002,17714006,17714009,17714031,17714068,17714072",11
"3258","AC_14_17733021:17734120","17733521,17733548,17733592,17733620",4
"3259","AC_14_17754652:17755652","17755152",1
"3260","AC_14_17764138:17765202","17764638,17764681,17764702",3
"3261","AC_14_17865861:17866898","17866361,17866398",2
"3262","AC_14_18058493:18059604","18058993,18059026,18059061,18059077,18059104",5
"3263","AC_14_18105107:18106107","18105607",1
"3264","AC_14_18156817:18157919","18157317,18157381,18157406,18157419",4
"3265","AC_14_18278644:18279739","18279144,18279197,18279228,18279231,18279234,18279236,18279239",7
"3266","AC_14_18387163:18388242","18387663,18387674,18387677,18387679,18387682,18387697,18387703,18387709,18387712,18387730,18387733,18387737,18387742",13
"3267","AC_14_18408350:18409350","18408850",1
"3268","AC_14_18677110:18678215","18677610,18677674,18677686,18677715",4
"3269","AC_14_18685086:18686086","18685586",1
"3270","AC_14_18693950:18695077","18694450,18694469,18694486,18694489,18694496,18694511,18694540,18694577",8
"3271","AC_14_18794941:18796024","18795441,18795510,18795524",3
"3272","AC_14_18832956:18834058","18833456,18833489,18833492,18833495,18833554,18833558",6
"3273","AC_14_19032335:19033373","19032835,19032873",2
"3274","AC_14_19035852:19036977","19036352,19036399,19036416,19036430,19036447,19036477",6
"3275","AC_14_19085874:19086988","19086374,19086403,19086488",3
"3276","AC_14_19093103:19094103","19093603",1
"3277","AC_14_19271150:19272265","19271650,19271657,19271661,19271694,19271718,19271734,19271744,19271765",8
"3278","AC_14_19347686:19348725","19348186,19348214,19348225",3
"3279","AC_14_19357659:19358751","19358159,19358173,19358176,19358180,19358213,19358251",6
"3280","AC_14_19361189:19362302","19361689,19361701,19361710,19361718,19361724,19361727,19361731,19361757,19361764,19361802",10
"3281","AC_14_19367563:19368664","19368063,19368065,19368072,19368086,19368093,19368126,19368164",7
"3282","AC_14_19485801:19486905","19486301,19486314,19486321,19486348,19486354,19486384,19486400,19486403,19486405",9
"3283","AC_14_19582122:19583181","19582622,19582661,19582681",3
"3284","AC_14_19910151:19911208","19910651,19910692,19910708",3
"3285","AC_14_19914123:19915176","19914623,19914629,19914641,19914676",4
"3286","AC_14_19989890:19990994","19990390,19990399,19990406,19990417,19990439,19990448,19990494",7
"3287","AC_14_20146207:20147301","20146707,20146710,20146732,20146747,20146801",5
"3288","AC_14_20195791:20196842","20196291,20196305,20196342",3
"3289","AC_14_20234811:20235936","20235311,20235320,20235326,20235332,20235360,20235394,20235398,20235409,20235422,20235427,20235431,20235436",12
"3290","AC_14_20264302:20265346","20264802,20264808,20264830,20264840,20264846",5
"3291","AC_14_20409690:20410737","20410190,20410195,20410220,20410237",4
"3292","AC_14_20412150:20413251","20412650,20412691,20412723,20412751",4
"3293","AC_14_20501743:20502825","20502243,20502246,20502283,20502285,20502297,20502325",6
"3294","AC_14_20505839:20506940","20506339,20506371,20506374,20506404,20506425,20506428,20506440",7
"3295","AC_14_20621513:20622626","20622013,20622019,20622024,20622050,20622053,20622060,20622092,20622100,20622103,20622126",10
"3296","AC_14_20757866:20758996","20758366,20758375,20758378,20758448,20758457,20758462,20758480,20758496",8
"3297","AC_14_20776717:20777717","20777217",1
"3298","AC_14_20789878:20790950","20790378,20790383,20790391,20790395,20790400,20790406,20790420,20790422,20790436,20790450",10
"3299","AC_14_20807726:20808843","20808226,20808259,20808293,20808295,20808330,20808343",6
"3300","AC_14_20942760:20943854","20943260,20943299,20943324,20943335,20943340,20943345,20943354",7
"3301","AC_14_21025784:21026906","21026284,21026308,21026314,21026323,21026327,21026339,21026372,21026390,21026394,21026406",10
"3302","AC_14_21133719:21134827","21134219,21134224,21134226,21134262,21134279,21134327",6
"3303","AC_14_21239375:21240394","21239875,21239879,21239894",3
"3304","AC_14_21392708:21393817","21393208,21393227,21393233,21393283,21393290,21393317",6
"3305","AC_14_21401579:21402614","21402079,21402098,21402114",3
"3306","AC_14_21498416:21499511","21498916,21498919,21498922,21498943,21498948,21498953,21498995,21499011",8
"3307","AC_14_21548191:21549307","21548691,21548700,21548707,21548715,21548729,21548743,21548751,21548802,21548807",9
"3308","AC_14_21609688:21610688","21610188",1
"3309","AC_14_21661878:21662891","21662378,21662391",2
"3310","AC_14_21899937:21901017","21900437,21900481,21900509,21900517",4
"3311","AC_14_22054808:22055858","22055308,22055352,22055358",3
"3312","AC_14_22100917:22102040","22101417,22101424,22101456,22101463,22101482,22101490,22101497,22101532,22101540",9
"3313","AC_14_22207262:22208367","22207762,22207791,22207827,22207838,22207867",5
"3314","AC_14_22625889:22627001","22626389,22626433,22626455,22626491,22626501",5
"3315","AC_14_23018287:23019287","23018787",1
"3316","AC_14_23241108:23242225","23241608,23241612,23241614,23241618,23241621,23241636,23241644,23241649,23241651,23241674,23241680,23241686,23241692,23241700,23241709,23241725",16
"3317","AC_14_23285739:23286811","23286239,23286298,23286311",3
"3318","AC_14_23287412:23288520","23287912,23287945,23287962,23287999,23288016,23288020",6
"3319","AC_14_23304615:23305667","23305115,23305151,23305167",3
"3320","AC_14_23401272:23402272","23401772",1
"3321","AC_14_23543011:23544088","23543511,23543541,23543558,23543588",4
"3322","AC_14_23940931:23942046","23941431,23941435,23941447,23941453,23941458,23941469,23941486,23941495,23941511,23941514,23941519,23941540,23941546",13
"3323","AC_14_23958540:23960689","23959040,23959055,23959058,23959060,23959070,23959086,23959095,23959098,23959112,23959116,23959124,23959134,23960124,23960162,23960189",15
"3324","AC_14_24077952:24079017","24078452,24078491,24078517",3
"3325","AC_14_24091686:24092797","24092186,24092191,24092235,24092249,24092258,24092269,24092297",7
"3326","AC_14_24124272:24125395","24124772,24124796,24124804,24124811,24124816,24124821,24124825,24124855,24124859,24124892,24124895",11
"3327","AC_14_24142597:24143621","24143097,24143121",2
"3328","AC_14_24247344:24248469","24247844,24247879,24247894,24247916,24247920,24247931,24247934,24247948,24247957,24247960,24247969",11
"3329","AC_14_24354427:24355461","24354927,24354929,24354954,24354961",4
"3330","AC_14_24405739:24406820","24406239,24406288,24406307,24406320",4
"3331","AC_14_24464288:24465393","24464788,24464795,24464797,24464811,24464871,24464890,24464893",7
"3332","AC_14_24641420:24642523","24641920,24641945,24641948,24641995,24642023",5
"3333","AC_14_24684735:24685735","24685235",1
"3334","AC_14_24768361:24769449","24768861,24768886,24768913,24768929,24768933,24768942,24768949",7
"3335","AC_14_24791424:24792471","24791924,24791936,24791939,24791945,24791957,24791971",6
"3336","AC_14_24821243:24822352","24821743,24821764,24821777,24821800,24821806,24821810,24821821,24821852",8
"3337","AC_14_24865723:24866727","24866223,24866225,24866227",3
"3338","AC_14_25028694:25029694","25029194",1
"3339","AC_14_25162359:25163483","25162859,25162876,25162879,25162885,25162934,25162983",6
"3340","AC_14_25191422:25192458","25191922,25191958",2
"3341","AC_14_25430693:25431783","25431193,25431201,25431225,25431252,25431255,25431259,25431279,25431283",8
"3342","AC_14_25436042:25437149","25436542,25436545,25436565,25436568,25436595,25436606,25436609,25436612,25436615,25436622,25436627,25436630,25436633,25436636,25436639,25436642,25436647,25436649",18
"3343","AC_14_25440861:25441886","25441361,25441386",2
"3344","AC_14_25662371:25663480","25662871,25662878,25662888,25662901,25662920,25662922,25662929,25662943,25662955,25662959,25662966,25662980",12
"3345","AC_14_25808670:25809670","25809170",1
"3346","AC_14_25838891:25839928","25839391,25839428",2
"3347","AC_14_26030196:26031279","26030696,26030722,26030753,26030779",4
"3348","AC_14_26316178:26317304","26316678,26316680,26316683,26316722,26316731,26316751,26316770,26316777,26316779,26316798,26316801,26316804",12
"3349","AC_14_26402417:26403475","26402917,26402949,26402963,26402965,26402975",5
"3350","AC_14_26498104:26499168","26498604,26498612,26498649,26498668",4
"3351","AC_14_26562658:26563718","26563158,26563218",2
"3352","AC_14_26570846:26571935","26571346,26571371,26571412,26571422,26571425,26571435",6
"3353","AC_14_26593077:26594188","26593577,26593585,26593589,26593608,26593657,26593680,26593684,26593688",8
"3354","AC_14_26629019:26630133","26629519,26629522,26629525,26629528,26629531,26629534,26629545,26629549,26629591,26629596,26629600,26629609,26629614,26629619,26629621,26629633",16
"3355","AC_14_26633217:26634328","26633717,26633752,26633756,26633790,26633828",5
"3356","AC_14_26787203:26788307","26787703,26787725,26787736,26787747,26787751,26787781,26787785,26787792,26787799,26787807",10
"3357","AC_14_27008869:27009980","27009369,27009457,27009460,27009464,27009472,27009480",6
"3358","AC_14_27366825:27367933","27367325,27367348,27367384,27367412,27367429,27367433",6
"3359","AC_14_27447487:27448593","27447987,27448016,27448068,27448079,27448085,27448093",6
"3360","AC_14_27498958:27500060","27499458,27499509,27499519,27499560",4
"3361","AC_14_27524974:27525978","27525474,27525478",2
"3362","AC_14_27537002:27538051","27537502,27537506,27537551",3
"3363","AC_14_27561464:27562541","27561964,27561987,27561995,27562018,27562041",5
"3364","AC_14_27582802:27583924","27583302,27583404,27583418,27583424",4
"3365","AC_14_27647549:27648658","27648049,27648052,27648104,27648124,27648126,27648145,27648148,27648158",8
"3366","AC_14_27676740:27677762","27677240,27677259,27677262",3
"3367","AC_14_27686166:27687284","27686666,27686671,27686683,27686716,27686720,27686723,27686729,27686739,27686763,27686772,27686784",11
"3368","AC_14_27720471:27721562","27720971,27720982,27721022,27721029,27721048,27721056,27721062",7
"3369","AC_14_27847184:27848304","27847684,27847690,27847693,27847701,27847717,27847726,27847730,27847735,27847746,27847751,27847753,27847756,27847760,27847767,27847770,27847776,27847786,27847788,27847791,27847798,27847804",21
"3370","AC_14_27854156:27855267","27854656,27854664,27854677,27854684,27854686,27854691,27854697,27854744,27854749,27854751,27854764,27854767",12
"3371","AC_14_27910063:27911170","27910563,27910592,27910604,27910642,27910647,27910670",6
"3372","AC_14_27919379:27920462","27919879,27919883,27919889,27919893,27919897,27919918,27919959,27919962",8
"3373","AC_14_27935608:27936717","27936108,27936120,27936146,27936175,27936178,27936181,27936183,27936188,27936214,27936217",10
"3374","AC_14_27955837:27956837","27956337",1
"3375","AC_14_28051804:28052893","28052304,28052321,28052386,28052393",4
"3376","AC_14_28098185:28099286","28098685,28098698,28098719,28098729,28098762,28098768,28098777,28098781,28098786",9
"3377","AC_14_28149111:28150212","28149611,28149614,28149625,28149652,28149663,28149712",6
"3378","AC_14_28279673:28280730","28280173,28280195,28280216,28280230",4
"3379","AC_14_28360713:28361824","28361213,28361257,28361324",3
"3380","AC_14_28483469:28485082","28483969,28483976,28484001,28484017,28484024,28484033,28484049,28484582",8
"3381","AC_14_28653513:28654574","28654013,28654038,28654046,28654061,28654074",5
"3382","AC_14_28739688:28740783","28740188,28740198,28740278,28740283",4
"3383","AC_14_28951038:28952068","28951538,28951568",2
"3384","AC_14_29027868:29028938","29028368,29028434,29028438",3
"3385","AC_14_29035310:29036310","29035810",1
"3386","AC_14_29345157:29346242","29345657,29345674,29345742",3
"3387","AC_14_29347374:29348479","29347874,29347915,29347973,29347979",4
"3388","AC_14_29436366:29437416","29436866,29436873,29436880,29436895,29436904,29436907,29436916",7
"3389","AC_14_61257:62383","61757,61759,61762,61778,61781,61804,61814,61857,61869,61883",10
"3390","AC_14_176156:177248","176656,176722,176735,176741,176748",5
"3391","AC_14_237283:238322","237783,237822",2
"3392","AC_14_321067:322185","321567,321583,321600,321602,321681,321685",6
"3393","AC_14_322369:323377","322869,322873,322877",3
"3394","AC_14_376871:377871","377371",1
"3395","AC_14_382728:383771","383228,383232,383249,383271",4
"3396","AC_14_405299:406354","405799,405826,405854",3
"3397","AC_14_412146:413233","412646,412674,412680,412733",4
"3398","AC_14_472974:474061","473474,473521,473544,473561",4
"3399","AC_14_532860:533903","533360,533362,533399,533403",4
"3400","AC_14_642470:643470","642970",1
"3401","AC_14_720280:721345","720780,720819,720827,720833,720845",5
"3402","AC_14_745508:746620","746008,746013,746022,746031,746044,746083,746112,746120",8
"3403","AC_14_817530:818657","818030,818033,818054,818066,818089,818094,818099,818110,818117,818124,818157",11
"3404","AC_14_833185:834293","833685,833769,833790,833793",4
"3405","AC_14_943988:945106","944488,944496,944499,944529,944544,944551,944582,944585,944588,944606",10
"3406","AC_14_968908:969996","969408,969416,969426,969446,969450,969476,969496",7
"3407","AC_14_987715:988802","988215,988232,988277,988280,988302",5
"3408","AC_14_1013253:1014361","1013753,1013774,1013789,1013797,1013804,1013806,1013810,1013820,1013834,1013842,1013845,1013849,1013861",13
"3409","AC_14_1135588:1136606","1136088,1136106",2
"3410","AC_14_1159981:1161040","1160481,1160495,1160540",3
"3411","AC_14_1221879:1222905","1222379,1222391,1222405",3
"3412","AC_14_1277132:1278167","1277632,1277640,1277642,1277646,1277664,1277667",6
"3413","AC_14_1289333:1290461","1289833,1289855,1289889,1289899,1289908,1289918,1289925,1289950,1289956,1289958,1289961",11
"3414","AC_14_1298491:1299588","1298991,1298995,1299001,1299006,1299016,1299041,1299056,1299076,1299088",9
"3415","AC_14_1314969:1316020","1315469,1315479,1315498,1315520",4
"3416","AC_14_1363806:1364918","1364306,1364348,1364359,1364400,1364411,1364418",6
"3417","AC_14_1755119:1756119","1755619",1
"3418","AC_14_1873737:1874829","1874237,1874241,1874253,1874267,1874329",5
"3419","AC_14_1886090:1887182","1886590,1886594,1886606,1886620,1886682",5
"3420","AC_14_1953281:1954388","1953781,1953833,1953838,1953863,1953876,1953882,1953888",7
"3421","AC_14_1980994:1982113","1981494,1981503,1981555,1981560,1981572,1981585,1981598,1981604,1981610,1981613",10
"3422","AC_14_2001934:2002934","2002434",1
"3423","AC_14_2027408:2028525","2027908,2027976,2028025",3
"3424","AC_14_2046803:2047879","2047303,2047318,2047336,2047342,2047354,2047365,2047379",7
"3425","AC_14_2056732:2057839","2057232,2057238,2057249,2057255,2057272,2057277,2057282,2057286,2057288,2057293,2057299,2057305,2057325,2057339",14
"3426","AC_14_2065485:2066505","2065985,2066005",2
"3427","AC_14_2077838:2078940","2078338,2078344,2078347,2078351,2078359,2078362,2078367,2078370,2078373,2078391,2078393,2078397,2078416,2078422,2078430,2078434,2078440",17
"3428","AC_14_2078989:2080106","2079489,2079513,2079516,2079545,2079550,2079556,2079562,2079567,2079578,2079600,2079606",11
"3429","AC_14_2140322:2141439","2140822,2140833,2140860,2140871,2140908,2140939",6
"3430","AC_14_2228297:2229373","2228797,2228804,2228825,2228852,2228867,2228873",6
