"","seq","methyl_pos","methyl_n"
"5797","EH_Chr15_24981389:24982556","24981889,24981901,24981906,24981931,24981941,24981956,24981959,24981961,24981964,24981967,24981970,24981973,24981986,24981990,24981995,24982008,24982012,24982036,24982039,24982042,24982048,24982056",22
"5798","EH_Chr15_25049737:25050838","25050237,25050243,25050283,25050338",4
"5799","EH_Chr15_25294022:25295278","25294522,25294532,25294539,25294544,25294553,25294613,25294778",7
"5800","EH_Chr15_25363573:25364667","25364073,25364076,25364082,25364085,25364087,25364089,25364092,25364110,25364113,25364120,25364127,25364132,25364136,25364139,25364150,25364153,25364159,25364162,25364167",19
"5801","EH_Chr15_25459364:25460364","25459864",1
"5802","EH_Chr15_25515966:25517135","25516466,25516469,25516473,25516476,25516515,25516524,25516538,25516567,25516572,25516582,25516587,25516602,25516610,25516615,25516619,25516635",16
"5803","EH_Chr15_25526864:25528052","25527364,25527411,25527433,25527486,25527499,25527505,25527543,25527547,25527552",9
"5804","EH_Chr15_25598134:25599344","25598634,25598650,25598656,25598666,25598676,25598696,25598743,25598746,25598749,25598791,25598813,25598844",12
"5805","EH_Chr15_26050916:26052096","26051416,26051431,26051482,26051485,26051525,26051596",6
"5806","EH_Chr15_26138752:26139893","26139252,26139272,26139314,26139316,26139326,26139354,26139379,26139383,26139387,26139393",10
"5807","EH_Chr15_26207547:26208751","26208047,26208081,26208099,26208160,26208251",5
"5808","EH_Chr15_26295017:26296209","26295517,26295528,26295557,26295566,26295586,26295588,26295683,26295709",8
"5809","EH_Chr15_26416817:26417919","26417317,26417324,26417355,26417390,26417395,26417409,26417419",7
"5810","EH_Chr15_26476262:26477370","26476762,26476782,26476806,26476846,26476870",5
"5811","EH_Chr15_26688332:26689468","26688832,26688838,26688852,26688854,26688867,26688885,26688889,26688898,26688903,26688906,26688908,26688925,26688927,26688953,26688956,26688959,26688968",17
"5812","EH_Chr15_26810623:26811839","26811123,26811128,26811132,26811135,26811139,26811154,26811166,26811234,26811301,26811339",10
"5813","EH_Chr15_26920256:26921487","26920756,26920810,26920838,26920858,26920867,26920875,26920884,26920891,26920895,26920904,26920906,26920925,26920927,26920935,26920955,26920962,26920965,26920981,26920987",19
"5814","EH_Chr15_26953629:26954800","26954129,26954166,26954198,26954279,26954288,26954294,26954300",7
"5815","EH_Chr15_26977922:26979090","26978422,26978444,26978457,26978504,26978512,26978520,26978524,26978552,26978579,26978590",10
"5816","EH_Chr15_27087619:27088619","27088119",1
"5817","EH_Chr15_27181308:27182594","27181808,27181813,27181821,27181841,27181883,27182004,27182031,27182047,27182051,27182054,27182056,27182064,27182078,27182094",14
"5818","EH_Chr15_27182686:27183813","27183186,27183195,27183198,27183200,27183206,27183217,27183221,27183236,27183257,27183268,27183301,27183304,27183307,27183313",14
"5819","EH_Chr15_27185851:27186873","27186351,27186354,27186373",3
"5820","EH_Chr15_27191048:27192248","27191548,27191568,27191588,27191608,27191628,27191648,27191658,27191668,27191701,27191737,27191748",11
"5821","EH_Chr15_27224145:27225291","27224645,27224657,27224667,27224701,27224717,27224724,27224750,27224756,27224762,27224791",10
"5822","EH_Chr15_27228472:27229727","27228972,27228980,27228982,27229000,27229003,27229006,27229014,27229018,27229021,27229024,27229034,27229045,27229049,27229051,27229060,27229102,27229154,27229162,27229180,27229211,27229216,27229224,27229227",23
"5823","EH_Chr15_27247956:27249094","27248456,27248507,27248522,27248546,27248557,27248579,27248583,27248588,27248590,27248594",10
"5824","EH_Chr15_27265809:27267000","27266309,27266411,27266432,27266482,27266495,27266500",6
"5825","EH_Chr15_27348326:27349574","27348826,27348828,27348831,27348849,27348851,27348863,27348866,27348877,27348897,27348948,27348953,27348973,27348978,27348993,27349008,27349018,27349069,27349074",18
"5826","EH_Chr15_27394946:27396040","27395446,27395458,27395465,27395469,27395523,27395530,27395540",7
"5827","EH_Chr15_27419371:27420556","27419871,27419935,27419952,27419983,27420004,27420049,27420056",7
"5828","EH_Chr15_27499808:27500995","27500308,27500421,27500495",3
"5829","EH_Chr15_27509900:27510993","27510400,27510403,27510422,27510454,27510468,27510485,27510493",7
"5830","EH_Chr15_27543676:27544867","27544176,27544218,27544260,27544302,27544328,27544349,27544367",7
"5831","EH_Chr15_27583845:27585056","27584345,27584410,27584443,27584498,27584508,27584537,27584556",7
"5832","EH_Chr15_27617112:27618261","27617612,27617645,27617685,27617708,27617729,27617753,27617761",7
"5833","EH_Chr15_27621076:27622190","27621576,27621603,27621651,27621660,27621666,27621683,27621690",7
"5834","EH_Chr15_27673816:27674975","27674316,27674322,27674328,27674343,27674353,27674357,27674382,27674394,27674412,27674431,27674434,27674445,27674454,27674475",14
"5835","EH_Chr15_27716696:27717744","27717196,27717244",2
"5836","EH_Chr15_27745414:27746516","27745914,27745969,27746016",3
"5837","EH_Chr15_27978130:27979287","27978630,27978649,27978680,27978683,27978690,27978710,27978778,27978781,27978784,27978787",10
"5838","EH_Chr15_28002069:28003203","28002569,28002615,28002621,28002632,28002635,28002640,28002655,28002660,28002703",9
"5839","EH_Chr15_28005404:28006637","28005904,28005926,28005967,28005972,28006011,28006030,28006039,28006048,28006082,28006085,28006087,28006094,28006099,28006102,28006137",15
"5840","EH_Chr15_28043972:28045194","28044472,28044475,28044477,28044486,28044489,28044497,28044505,28044520,28044523,28044533,28044541,28044543,28044553,28044556,28044577,28044580,28044593,28044607,28044610,28044628,28044634,28044643,28044662,28044675,28044681,28044684,28044691,28044694",28
"5841","EH_Chr15_28065914:28067124","28066414,28066416,28066425,28066431,28066440,28066442,28066453,28066469,28066483,28066491,28066523,28066529,28066532,28066537,28066550,28066624",16
"5842","EH_Chr15_28210696:28211879","28211196,28211200,28211213,28211220,28211235,28211240,28211243,28211256,28211261,28211280,28211283,28211292,28211295,28211306,28211317,28211322,28211324,28211327,28211334,28211340,28211345,28211348,28211351,28211354,28211356,28211358,28211361,28211367,28211376,28211379",30
"5843","EH_Chr15_28217462:28218581","28217962,28217981,28217986,28218000,28218019,28218024,28218038,28218043,28218057,28218062,28218076,28218081",12
"5844","EH_Chr15_28334861:28336099","28335361,28335413,28335485,28335566,28335599",5
"5845","EH_Chr15_28354488:28355673","28354988,28355042,28355049,28355062,28355068,28355072,28355075,28355079,28355082,28355085,28355088,28355091,28355094,28355098,28355112,28355117,28355120,28355127,28355132,28355140,28355148,28355151,28355154,28355173",24
"5846","EH_Chr15_28408661:28409803","28409161,28409239,28409276,28409294,28409298,28409301,28409303",7
"5847","EH_Chr15_28433121:28434214","28433621,28433630,28433671,28433681,28433714",5
"5848","EH_Chr15_28462982:28464125","28463482,28463487,28463496,28463509,28463528,28463549,28463580,28463595,28463605,28463613,28463617,28463619,28463625",13
"5849","EH_Chr15_28477655:28478803","28478155,28478194,28478203,28478216,28478227,28478240,28478250,28478268,28478271,28478281,28478303",11
"5850","EH_Chr15_28613197:28614308","28613697,28613700,28613703,28613733,28613736,28613787,28613808",7
"5851","EH_Chr15_28644274:28646073","28644774,28644785,28644788,28644804,28644815,28644819,28644858,28644876,28644879,28644885,28644888,28644895,28644906,28644910,28644921,28644925,28644936,28644940,28644946,28644951,28644989,28645005,28645414,28645480,28645499,28645506,28645516,28645519,28645523,28645528,28645552,28645558,28645567,28645573",34
"5852","EH_Chr15_28844321:28845366","28844821,28844848,28844853,28844866",4
"5853","EH_Chr15_28861761:28863004","28862261,28862327,28862364,28862367,28862403,28862413,28862485,28862488,28862501,28862504",10
"5854","EH_Chr15_28892036:28893036","28892536",1
"5855","EH_Chr15_28899769:28900910","28900269,28900282,28900291,28900297,28900312,28900322,28900325,28900327,28900351,28900378,28900384,28900395,28900410",13
"5856","EH_Chr15_28932944:28934173","28933444,28933448,28933450,28933475,28933481,28933489,28933508,28933523,28933531,28933568,28933648,28933656,28933673",13
"5857","EH_Chr15_29022391:29023610","29022891,29022903,29022910,29022919,29022952,29022960,29022995,29023004,29023067,29023110",10
"5858","EH_Chr15_29030329:29031492","29030829,29030847,29030992",3
"5859","EH_Chr15_29041067:29042244","29041567,29041592,29041611,29041632,29041717,29041744",6
"5860","EH_Chr15_29071138:29072299","29071638,29071665,29071675,29071685,29071692,29071710,29071713,29071716,29071743,29071796,29071799",11
"5861","EH_Chr15_29132988:29133988","29133488",1
"5862","EH_Chr15_29160186:29161330","29160686,29160700,29160716,29160722,29160730,29160734,29160756,29160760,29160764,29160778,29160782,29160790,29160794,29160796,29160820,29160824,29160830",17
"5863","EH_Chr15_29236991:29238142","29237491,29237497,29237503,29237506,29237518,29237524,29237537,29237569,29237599,29237636,29237642",11
"5864","EH_Chr15_29287944:29289045","29288444,29288450,29288456,29288545",4
"5865","EH_Chr15_29390753:29391907","29391253,29391261,29391263,29391279,29391286,29391308,29391316,29391363,29391399,29391407",10
"5866","EH_Chr15_29435080:29436255","29435580,29435585,29435597,29435600,29435605,29435608,29435668,29435696,29435708,29435733,29435736,29435755",12
"5867","EH_Chr15_29495180:29496180","29495680",1
"5868","EH_Chr15_29544952:29546129","29545452,29545464,29545470,29545504,29545510,29545513,29545561,29545598,29545629",9
"5869","EH_Chr15_29655572:29656684","29656072,29656080,29656099,29656184",4
"5870","EH_Chr15_29735021:29736111","29735521,29735528,29735537,29735539,29735542,29735554,29735561,29735573,29735594,29735611",10
"5871","EH_Chr15_29753619:29755002","29754119,29754142,29754167,29754192,29754217,29754242,29754265,29754290,29754315,29754365,29754388,29754444,29754452,29754497,29754502",15
"5872","EH_Chr15_29769066:29770275","29769566,29769609,29769710,29769715,29769741,29769775",6
"5873","EH_Chr15_29853424:29854424","29853924",1
"5874","EH_Chr15_29907546:29908814","29908046,29908051,29908066,29908071,29908086,29908106,29908126,29908163,29908171,29908180,29908187,29908212,29908226,29908267,29908285,29908292,29908298,29908311,29908314",19
"5875","EH_Chr15_29962115:29963339","29962615,29962839",2
"5876","EH_Chr15_29984486:29985733","29984986,29984991,29985016,29985023,29985031,29985036,29985043,29985060,29985079,29985124,29985142,29985145,29985157,29985168,29985184,29985199,29985215,29985219,29985223,29985233",20
"5877","EH_Chr15_30259789:30260861","30260289,30260300,30260346,30260361",4
"5878","EH_Chr15_57023:58120","57523,57571,57620",3
"5879","EH_Chr15_207379:208442","207879,207942",2
"5880","EH_Chr15_239284:240443","239784,239805,239823,239855,239883,239903,239943",7
"5881","EH_Chr15_412117:413220","412617,412622,412666,412679,412720",5
"5882","EH_Chr15_442003:443133","442503,442525,442537,442563,442605,442633",6
"5883","EH_Chr15_492178:493276","492678,492776",2
"5884","EH_Chr15_530714:531806","531214,531246,531271,531289,531294,531306",6
"5885","EH_Chr15_557859:559051","558359,558513,558551",3
"5886","EH_Chr15_744994:746220","745494,745502,745554,745562,745595,745609,745634,745637,745644,745659,745664,745676,745701,745720",14
"5887","EH_Chr15_783603:784749","784103,784136,784168,784249",4
"5888","EH_Chr15_987813:988971","988313,988362,988392,988397,988401,988427,988446,988462,988471",9
"5889","EH_Chr15_1062803:1063803","1063303",1
"5890","EH_Chr15_1078636:1079705","1079136,1079182,1079195,1079198,1079205",5
"5891","EH_Chr15_1097199:1098309","1097699,1097711,1097809",3
"5892","EH_Chr15_1301449:1302573","1301949,1301958,1301989,1302073",4
"5893","EH_Chr15_1465345:1466522","1465845,1465848,1465851,1465853,1465883,1465896,1465916,1465993,1466004,1466022",10
"5894","EH_Chr15_1539280:1540393","1539780,1539801,1539805,1539810,1539833,1539840,1539893",7
"5895","EH_Chr15_1598650:1599784","1599150,1599162,1599176,1599284",4
"5896","EH_Chr15_1709350:1710583","1709850,1709858,1709861,1709865,1709874,1709938,1709995,1710063,1710069,1710083",10
"5897","EH_Chr15_1725760:1726799","1726260,1726277,1726299",3
"5898","EH_Chr15_1788933:1789944","1789433,1789444",2
"5899","EH_Chr15_1883905:1884905","1884405",1
"5900","EH_Chr15_2149833:2151571","2150333,2150339,2150391,2150420,2150423,2150438,2150499,2150516,2150979,2150988,2151002,2151013,2151044,2151071",14
"5901","EH_Chr15_2203636:2204766","2204136,2204156,2204206,2204218,2204225,2204266",6
"5902","EH_Chr15_2230255:2231471","2230755,2230769,2230782,2230806,2230860,2230869,2230932,2230971",8
"5903","EH_Chr15_2232578:2233611","2233078,2233087,2233111",3
"5904","EH_Chr15_2310328:2311400","2310828,2310858,2310872,2310876,2310900",5
"5905","EH_Chr15_2349607:2350825","2350107,2350118,2350153,2350198,2350225,2350289,2350315,2350325",8
"5906","EH_Chr15_2412599:2413794","2413099,2413114,2413124,2413132,2413145,2413152,2413157,2413177,2413198,2413219,2413226,2413228,2413247,2413250,2413294",15
"5907","EH_Chr15_2558447:2559554","2558947,2558983,2559028,2559032,2559054",5
"5908","EH_Chr15_2578356:2579427","2578856,2578871,2578875,2578884,2578927",5
"5909","EH_Chr15_2615256:2616354","2615756,2615771,2615784,2615808,2615854",5
"5910","EH_Chr15_2625009:2626183","2625509,2625629,2625683",3
"5911","EH_Chr15_2637585:2638619","2638085,2638119",2
"5912","EH_Chr15_2652369:2653485","2652869,2652884,2652918,2652985",4
"5913","EH_Chr15_2766210:2767304","2766710,2766765,2766804",3
"5914","EH_Chr15_2809524:2810622","2810024,2810033,2810114,2810122",4
"5915","EH_Chr15_2863835:2864835","2864335",1
"5916","EH_Chr15_3080441:3081629","3080941,3080981,3080993,3080995,3081046,3081129",6
"5917","EH_Chr15_3115230:3116409","3115730,3115733,3115772,3115783,3115789,3115811,3115820,3115833,3115867,3115904,3115909",11
"5918","EH_Chr15_3162650:3163841","3163150,3163176,3163191,3163242,3163247,3163251,3163284,3163315,3163335,3163341",10
"5919","EH_Chr15_3306437:3307442","3306937,3306942",2
"5920","EH_Chr15_3364221:3365384","3364721,3364751,3364766,3364789,3364884",5
"5921","EH_Chr15_3366476:3367644","3366976,3367011,3367014,3367029,3367052,3367096,3367110,3367144",8
"5922","EH_Chr15_3380899:3381991","3381399,3381438,3381479,3381487,3381491",5
"5923","EH_Chr15_3510495:3511569","3510995,3511013,3511018,3511039,3511060,3511069",6
"5924","EH_Chr15_3539270:3540470","3539770,3539807,3539809,3539818,3539844,3539879,3539922,3539926,3539970",9
"5925","EH_Chr15_3563927:3565097","3564427,3564489,3564496,3564504,3564510,3564518,3564522,3564537,3564549,3564564,3564585,3564597",12
"5926","EH_Chr15_3636606:3637606","3637106",1
"5927","EH_Chr15_3717476:3718678","3717976,3718004,3718085,3718178",4
"5928","EH_Chr15_4204551:4205586","4205051,4205086",2
"5929","EH_Chr15_4220404:4221563","4220904,4220973,4220992,4221041,4221063",5
"5930","EH_Chr15_4236003:4237099","4236503,4236542,4236550,4236599",4
"5931","EH_Chr15_4398834:4399991","4399334,4399350,4399383,4399390,4399403,4399410,4399428,4399452,4399491",9
"5932","EH_Chr15_4451781:4452911","4452281,4452354,4452363,4452411",4
"5933","EH_Chr15_4467715:4468900","4468215,4468217,4468222,4468224,4468239,4468249,4468289,4468310,4468328,4468355,4468365,4468368,4468400",13
"5934","EH_Chr15_4499909:4500909","4500409",1
"5935","EH_Chr15_4537653:4538867","4538153,4538284,4538292,4538326,4538332,4538339,4538367",7
"5936","EH_Chr15_4741752:4742955","4742252,4742254,4742256,4742272,4742281,4742284,4742287,4742291,4742359,4742375,4742395,4742427,4742455",13
"5937","EH_Chr15_4848755:4849909","4849255,4849300,4849304,4849318,4849400,4849409",6
"5938","EH_Chr15_4861215:4862356","4861715,4861718,4861795,4861849,4861856",5
"5939","EH_Chr15_4943261:4944261","4943761",1
"5940","EH_Chr15_4965327:4966492","4965827,4965858,4965870,4965880,4965931,4965953,4965959,4965980,4965983,4965992",10
"5941","EH_Chr15_5014926:5015974","5015426,5015444,5015456,5015464,5015474",5
"5942","EH_Chr15_5071714:5072847","5072214,5072226,5072231,5072260,5072262,5072265,5072323,5072347",8
"5943","EH_Chr15_5174810:5175812","5175310,5175312",2
"5944","EH_Chr15_5200860:5202061","5201360,5201364,5201370,5201392,5201401,5201416,5201454,5201458,5201461,5201561",10
"5945","EH_Chr15_5218202:5219295","5218702,5218719,5218733,5218741,5218777,5218781,5218795",7
"5946","EH_Chr15_5231980:5233008","5232480,5232508",2
"5947","EH_Chr15_5286894:5287948","5287394,5287397,5287402,5287411,5287439,5287448",6
"5948","EH_Chr15_5371954:5373203","5372454,5372465,5372468,5372496,5372501,5372548,5372558,5372569,5372584,5372703",10
"5949","EH_Chr15_5440041:5441238","5440541,5440586,5440603,5440666,5440685,5440699,5440702,5440715,5440734,5440738",10
"5950","EH_Chr15_5460368:5461468","5460868,5460912,5460918,5460932,5460945,5460968",6
"5951","EH_Chr15_5482675:5483833","5483175,5483177,5483194,5483204,5483290,5483333",6
"5952","EH_Chr15_5532343:5533457","5532843,5532853,5532862,5532886,5532894,5532905,5532957",7
"5953","EH_Chr15_5536028:5537095","5536528,5536531,5536535,5536595",4
"5954","EH_Chr15_5651622:5652807","5652122,5652159,5652165,5652192,5652202,5652204,5652207,5652221,5652227,5652236,5652249,5652275,5652300,5652307",14
"5955","EH_Chr15_5703293:5704316","5703793,5703816",2
"5956","EH_Chr15_5931655:5932840","5932155,5932190,5932231,5932237,5932257,5932261,5932340",7
"5957","EH_Chr15_6039906:6041101","6040406,6040431,6040497,6040516,6040526,6040564,6040573,6040601",8
"5958","EH_Chr15_6065472:6066580","6065972,6066008,6066080",3
"5959","EH_Chr15_6076633:6077853","6077133,6077188,6077200,6077213,6077255,6077318,6077351,6077353",8
"5960","EH_Chr15_6233516:6234542","6234016,6234042",2
"5961","EH_Chr15_6304942:6306045","6305442,6305444,6305464,6305492,6305528,6305545",6
"5962","EH_Chr15_6312239:6313393","6312739,6312760,6312765,6312834,6312836,6312854,6312860,6312885,6312893",9
"5963","EH_Chr15_6352838:6354054","6353338,6353347,6353428,6353455,6353554",5
"5964","EH_Chr15_6402650:6403786","6403150,6403162,6403180,6403186,6403201,6403216,6403234,6403264,6403268,6403282,6403286",11
"5965","EH_Chr15_6628384:6629456","6628884,6628917,6628923,6628931,6628936,6628942,6628950,6628954,6628956",9
"5966","EH_Chr15_6774377:6775656","6774877,6774887,6774895,6774904,6774913,6774924,6774931,6774936,6774961,6774964,6774966,6774978,6774994,6775003,6775008,6775019,6775045,6775055,6775063,6775075,6775081,6775085,6775091,6775096,6775105,6775124,6775135,6775141,6775145,6775156",30
"5967","EH_Chr15_6777730:6778921","6778230,6778232,6778291,6778302,6778306,6778331,6778345,6778371,6778394,6778421",10
"5968","EH_Chr15_6809306:6810472","6809806,6809821,6809827,6809830,6809836,6809845,6809851,6809870,6809890,6809906,6809914,6809924,6809950,6809967,6809972",15
"5969","EH_Chr15_6888010:6889126","6888510,6888519,6888525,6888540,6888580,6888584,6888596,6888626",8
"5970","EH_Chr15_6889494:6890670","6889994,6890006,6890061,6890063,6890093,6890099,6890113,6890125,6890155,6890170",10
"5971","EH_Chr15_6977813:6978970","6978313,6978331,6978470",3
"5972","EH_Chr15_7063381:7064558","7063881,7063892,7063897,7064058",4
"5973","EH_Chr15_7085056:7086132","7085556,7085573,7085610,7085632",4
"5974","EH_Chr15_7097933:7099017","7098433,7098440,7098509,7098517",4
"5975","EH_Chr15_7564065:7565226","7564565,7564589,7564605,7564627,7564653,7564657,7564662,7564667,7564670,7564685,7564687,7564708,7564719,7564726",14
"5976","EH_Chr15_7576617:7577818","7577117,7577120,7577128,7577137,7577150,7577155,7577188,7577207,7577224,7577239,7577251,7577255,7577258,7577284,7577318",15
"5977","EH_Chr15_7801870:7803036","7802370,7802420,7802431,7802436,7802446,7802536",6
"5978","EH_Chr15_7885059:7886196","7885559,7885650,7885696",3
"5979","EH_Chr15_7964883:7965883","7965383",1
"5980","EH_Chr15_7998388:7999539","7998888,7998989,7998995,7999039",4
"5981","EH_Chr15_8190503:8191726","8191003,8191014,8191019,8191023,8191054,8191082,8191085,8191115,8191118,8191141,8191165,8191174,8191180,8191186,8191192,8191202,8191211,8191217,8191220,8191226",20
"5982","EH_Chr15_8199470:8200560","8199970,8199990,8200060",3
"5983","EH_Chr15_8266477:8267547","8266977,8267010,8267047",3
"5984","EH_Chr15_8268576:8269576","8269076",1
"5985","EH_Chr15_8338025:8339039","8338525,8338539",2
"5986","EH_Chr15_8342666:8343899","8343166,8343213,8343222,8343260,8343290,8343300,8343334,8343376,8343382,8343394,8343397,8343399",12
"5987","EH_Chr15_8379667:8380821","8380167,8380180,8380188,8380198,8380219,8380223,8380262,8380321",8
"5988","EH_Chr15_8448620:8449640","8449120,8449130,8449140",3
"5989","EH_Chr15_8486082:8487213","8486582,8486713",2
"5990","EH_Chr15_8487947:8489172","8488447,8488499,8488525,8488534,8488632,8488660,8488672",7
"5991","EH_Chr15_8506135:8507211","8506635,8506649,8506674,8506681,8506711",5
"5992","EH_Chr15_8527001:8528044","8527501,8527544",2
"5993","EH_Chr15_8727938:8729160","8728438,8728486,8728490,8728546,8728557,8728568,8728573,8728624,8728627,8728645,8728660",11
"5994","EH_Chr15_8858532:8859561","8859032,8859036,8859061",3
"5995","EH_Chr15_9236790:9237959","9237290,9237293,9237307,9237310,9237331,9237366,9237381,9237417,9237450,9237459",10
"5996","EH_Chr15_9282895:9283973","9283395,9283422,9283473",3
"5997","EH_Chr15_9329861:9331048","9330361,9330370,9330373,9330380,9330385,9330394,9330438,9330445,9330496,9330548",10
"5998","EH_Chr15_9457598:9458764","9458098,9458111,9458132,9458216,9458244,9458264",6
"5999","EH_Chr15_9481950:9483124","9482450,9482478,9482513,9482534,9482576,9482607,9482624",7
"6000","EH_Chr15_9524913:9525932","9525413,9525429,9525432",3
"6001","EH_Chr15_9570370:9571533","9570870,9570879,9570889,9570951,9570959,9570965,9570976,9570989,9571009,9571027,9571033",11
"6002","EH_Chr15_9609217:9610299","9609717,9609735,9609771,9609789,9609799",5
"6003","EH_Chr15_9613597:9614742","9614097,9614114,9614116,9614230,9614242",5
"6004","EH_Chr15_9669315:9670573","9669815,9669818,9669827,9669830,9669833,9669839,9669849,9669855,9669859,9669866,9669870,9669872,9669878,9669884,9669890,9669896,9669899,9669926,9669939,9669957,9669981,9669984,9669989,9670031,9670036,9670043,9670065,9670067,9670070,9670073",30
"6005","EH_Chr15_9748535:9749714","9749035,9749078,9749151,9749165,9749186,9749199,9749202,9749214",8
"6006","EH_Chr15_9821374:9822474","9821874,9821885,9821906,9821921,9821962,9821974",6
"6007","EH_Chr15_9886821:9888050","9887321,9887357,9887433,9887449,9887453,9887455,9887459,9887463,9887466,9887509,9887550",11
"6008","EH_Chr15_9889054:9890273","9889554,9889567,9889597,9889617,9889658,9889686,9889688,9889696,9889701,9889715,9889773",11
"6009","EH_Chr15_10128281:10129401","10128781,10128857,10128876,10128882,10128901",5
"6010","EH_Chr15_10138618:10139730","10139118,10139144,10139167,10139181,10139230",5
"6011","EH_Chr15_10152935:10154124","10153435,10153451,10153466,10153469,10153481,10153484,10153494,10153497,10153514,10153517,10153541,10153544,10153552,10153555,10153571,10153580,10153585,10153624",18
"6012","EH_Chr15_10227363:10228513","10227863,10227865,10227870,10227872,10227887,10227897,10227905,10227937,10227976,10228013",10
"6013","EH_Chr15_10272209:10273398","10272709,10272752,10272804,10272840,10272862,10272869,10272889,10272898",8
"6014","EH_Chr15_10307872:10309080","10308372,10308377,10308379,10308383,10308389,10308452,10308462,10308466,10308477,10308489,10308565,10308580",12
"6015","EH_Chr15_10349525:10350563","10350025,10350063",2
"6016","EH_Chr15_10356437:10357520","10356937,10356958,10357009,10357020",4
"6017","EH_Chr15_10407967:10409051","10408467,10408494,10408505,10408522,10408540,10408543,10408551",7
"6018","EH_Chr15_10427848:10428999","10428348,10428399,10428413,10428437,10428440,10428452,10428455,10428482,10428493,10428499",10
"6019","EH_Chr15_10533325:10534524","10533825,10533835,10533847,10533851,10533895,10533980,10534024",7
"6020","EH_Chr15_11001269:11002491","11001769,11001797,11001812,11001862,11001866,11001909,11001971,11001977,11001991",9
"6021","EH_Chr15_11084016:11085126","11084516,11084524,11084581,11084589,11084593,11084605,11084614,11084621,11084626",9
"6022","EH_Chr15_11146214:11147495","11146714,11146745,11146767,11146771,11146793,11146798,11146814,11146836,11146850,11146859,11146870,11146883,11146902,11146907,11146914,11146916,11146943,11146960,11146990,11146995",20
"6023","EH_Chr15_11296470:11297547","11296970,11296974,11296987,11297013,11297023,11297029,11297032,11297047",8
"6024","EH_Chr15_11358951:11360105","11359451,11359456,11359473,11359493,11359598,11359605",6
"6025","EH_Chr15_11368036:11369089","11368536,11368548,11368570,11368573,11368587,11368589",6
"6026","EH_Chr15_11388868:11389945","11389368,11389388,11389401,11389414,11389420,11389427,11389430,11389445",8
"6027","EH_Chr15_11493257:11494373","11493757,11493767,11493832,11493873",4
"6028","EH_Chr15_11691060:11692263","11691560,11691568,11691576,11691579,11691609,11691612,11691620,11691624,11691642,11691657,11691666,11691671,11691673,11691692,11691697,11691703,11691705,11691708,11691713,11691743,11691756,11691763",22
"6029","EH_Chr15_11705830:11706985","11706330,11706350,11706372,11706439,11706450,11706460,11706463,11706485",8
"6030","EH_Chr15_11784023:11785053","11784523,11784547,11784553",3
"6031","EH_Chr15_11993030:11994239","11993530,11993566,11993723,11993739",4
"6032","EH_Chr15_11996445:11997634","11996945,11996954,11996988,11997043,11997045,11997050,11997103,11997112,11997124,11997134",10
"6033","EH_Chr15_12100893:12102007","12101393,12101407,12101409,12101415,12101417,12101421,12101435,12101447,12101451,12101455,12101465,12101471,12101473,12101507",14
"6034","EH_Chr15_12134897:12136103","12135397,12135521,12135603",3
"6035","EH_Chr15_12267708:12268848","12268208,12268326,12268348",3
"6036","EH_Chr15_12270977:12272129","12271477,12271615,12271620,12271629",4
"6037","EH_Chr15_12329835:12330904","12330335,12330404",2
"6038","EH_Chr15_12588579:12589708","12589079,12589114,12589118,12589129,12589169,12589180,12589182,12589208",8
"6039","EH_Chr15_12606159:12607399","12606659,12606717,12606726,12606732,12606766,12606798,12606803,12606813,12606817,12606829,12606832,12606848,12606855,12606858,12606861,12606886,12606890,12606899",18
"6040","EH_Chr15_12613032:12614251","12613532,12613540,12613543,12613545,12613562,12613569,12613576,12613588,12613600,12613609,12613621,12613672,12613712,12613751",14
"6041","EH_Chr15_12618850:12620051","12619350,12619377,12619436,12619448,12619475,12619518,12619551",7
"6042","EH_Chr15_12684533:12685715","12685033,12685050,12685131,12685138,12685147,12685154,12685175,12685192,12685202,12685211,12685215",11
"6043","EH_Chr15_12718917:12720116","12719417,12719420,12719427,12719583,12719616",5
"6044","EH_Chr15_12793620:12794719","12794120,12794173,12794206,12794210,12794219",5
"6045","EH_Chr15_12883746:12884746","12884246",1
"6046","EH_Chr15_12934596:12935753","12935096,12935225,12935253",3
"6047","EH_Chr15_13086795:13087994","13087295,13087317,13087343,13087345,13087351,13087426,13087429,13087444,13087487,13087494",10
"6048","EH_Chr15_13399418:13400519","13399918,13399926,13399950,13399954,13399958,13399964,13400004,13400019",8
"6049","EH_Chr15_13441084:13442230","13441584,13441618,13441655,13441661,13441670,13441678,13441680,13441690,13441706,13441710,13441713,13441730",12
"6050","EH_Chr15_13448267:13449463","13448767,13448781,13448803,13448824,13448834,13448851,13448881,13448891,13448963",9
"6051","EH_Chr15_13494357:13495429","13494857,13494877,13494887,13494919,13494929",5
"6052","EH_Chr15_13507545:13508565","13508045,13508065",2
"6053","EH_Chr15_13518018:13519136","13518518,13518523,13518529,13518534,13518551,13518561,13518605,13518636",8
"6054","EH_Chr15_13533188:13534351","13533688,13533690,13533765,13533830,13533851",5
"6055","EH_Chr15_13551780:13552786","13552280,13552284,13552286",3
"6056","EH_Chr15_13556898:13557969","13557398,13557429,13557436,13557464,13557469",5
"6057","EH_Chr15_13615918:13617047","13616418,13616459,13616490,13616496,13616547",5
"6058","EH_Chr15_13625630:13626796","13626130,13626145,13626161,13626178,13626187,13626208,13626214,13626230,13626279,13626296",10
