"","seq","methyl_pos","methyl_n"
"7776","AS_LG15_19924538:19925590","19925038,19925075,19925090",3
"7777","AS_LG15_19928246:19929322","19928746,19928789,19928805,19928822",4
"7778","AS_LG15_19949958:19950958","19950458",1
"7779","AS_LG15_20026522:20027637","20027022,20027032,20027075,20027121,20027137",5
"7780","AS_LG15_20259899:20261085","20260399,20260417,20260425,20260436,20260478,20260502,20260540,20260561,20260563,20260585",10
"7781","AS_LG15_20280773:20281948","20281273,20281311,20281424,20281448",4
"7782","AS_LG15_20305808:20306808","20306308",1
"7783","AS_LG15_20324061:20325236","20324561,20324564,20324604,20324627,20324666,20324736",6
"7784","AS_LG15_20329622:20330738","20330122,20330128,20330168,20330180,20330186,20330238",6
"7785","AS_LG15_20331163:20332277","20331663,20331777",2
"7786","AS_LG15_20389137:20390149","20389637,20389649",2
"7787","AS_LG15_20444272:20445464","20444772,20444792,20444824,20444860,20444964",5
"7788","AS_LG15_20459136:20460175","20459636,20459675",2
"7789","AS_LG15_20553792:20554990","20554292,20554318,20554369,20554443,20554490",5
"7790","AS_LG15_20604456:20605456","20604956",1
"7791","AS_LG15_20651988:20653043","20652488,20652513,20652543",3
"7792","AS_LG15_20730933:20732012","20731433,20731470,20731512",3
"7793","AS_LG15_20792138:20793277","20792638,20792777",2
"7794","AS_LG15_20939104:20940190","20939604,20939631,20939640,20939690",4
"7795","AS_LG15_20987167:20988240","20987667,20987672,20987697,20987699,20987740",5
"7796","AS_LG15_21090328:21091412","21090828,21090912",2
"7797","AS_LG15_21279166:21280340","21279666,21279728,21279735,21279754,21279840",5
"7798","AS_LG15_21331816:21332928","21332316,21332322,21332347,21332367,21332380,21332407,21332428",7
"7799","AS_LG15_21352088:21353202","21352588,21352607,21352702",3
"7800","AS_LG15_21372115:21373157","21372615,21372639,21372657",3
"7801","AS_LG15_21493411:21494411","21493911",1
"7802","AS_LG15_21501253:21502343","21501753,21501781,21501843",3
"7803","AS_LG15_21623489:21624547","21623989,21624014,21624030,21624047",4
"7804","AS_LG15_21632663:21633663","21633163",1
"7805","AS_LG15_21755830:21756955","21756330,21756350,21756396,21756455",4
"7806","AS_LG15_21773518:21774518","21774018",1
"7807","AS_LG15_21776722:21777785","21777222,21777276,21777285",3
"7808","AS_LG15_21848087:21849178","21848587,21848678",2
"7809","AS_LG15_21904098:21905244","21904598,21904614,21904649,21904725,21904739,21904744",6
"7810","AS_LG15_22033180:22034316","22033680,22033725,22033743,22033816",4
"7811","AS_LG15_22137151:22138203","22137651,22137664,22137677,22137693,22137703",5
"7812","AS_LG15_22186308:22187453","22186808,22186831,22186911,22186953",4
"7813","AS_LG15_22251817:22252845","22252317,22252335,22252345",3
"7814","AS_LG15_22326429:22327429","22326929",1
"7815","AS_LG15_22331806:22332897","22332306,22332341,22332397",3
"7816","AS_LG15_22382958:22384188","22383458,22383461,22383477,22383482,22383494,22383508,22383515,22383524,22383583,22383688",10
"7817","AS_LG15_22403194:22404250","22403694,22403750",2
"7818","AS_LG15_22441591:22442812","22442091,22442179,22442293,22442312",4
"7819","AS_LG15_22566837:22567837","22567337",1
"7820","AS_LG15_22587815:22589019","22588315,22588363,22588387,22588436,22588478,22588519",6
"7821","AS_LG15_22640028:22641212","22640528,22640590,22640612,22640616,22640625,22640633,22640694,22640703,22640712",9
"7822","AS_LG15_22660556:22661556","22661056",1
"7823","AS_LG15_22662150:22663187","22662650,22662659,22662687",3
"7824","AS_LG15_22754008:22755008","22754508",1
"7825","AS_LG15_22840615:22841728","22841115,22841122,22841125,22841132,22841155,22841185,22841197,22841228",8
"7826","AS_LG15_22872554:22873637","22873054,22873057,22873090,22873092,22873104,22873137",6
"7827","AS_LG15_23047685:23048789","23048185,23048209,23048212,23048289",4
"7828","AS_LG15_23055400:23056432","23055900,23055906,23055920,23055929,23055932",5
"7829","AS_LG15_23091007:23092007","23091507",1
"7830","AS_LG15_23099569:23100569","23100069",1
"7831","AS_LG15_23178157:23179170","23178657,23178670",2
"7832","AS_LG15_23297562:23298663","23298062,23298155,23298163",3
"7833","AS_LG15_23442329:23443343","23442829,23442843",2
"7834","AS_LG15_23487968:23489122","23488468,23488595,23488614,23488622",4
"7835","AS_LG15_23525474:23526474","23525974",1
"7836","AS_LG15_23613555:23614674","23614055,23614057,23614093,23614174",4
"7837","AS_LG15_23670615:23671717","23671115,23671119,23671155,23671173,23671217",5
"7838","AS_LG15_23678919:23679993","23679419,23679475,23679493",3
"7839","AS_LG15_23707847:23709011","23708347,23708358,23708455,23708478,23708500,23708511",6
"7840","AS_LG15_23808619:23809736","23809119,23809236",2
"7841","AS_LG15_23821485:23822707","23821985,23822106,23822124,23822127,23822135,23822174,23822207",7
"7842","AS_LG15_23878718:23879808","23879218,23879308",2
"7843","AS_LG15_23972613:23973769","23973113,23973176,23973207,23973252,23973261,23973269",6
"7844","AS_LG15_23975481:23976634","23975981,23976034,23976079,23976134",4
"7845","AS_LG15_23982974:23984041","23983474,23983519,23983536,23983541",4
"7846","AS_LG15_23986518:23987540","23987018,23987040",2
"7847","AS_LG15_24018666:24019795","24019166,24019172,24019295",3
"7848","AS_LG15_24094330:24095514","24094830,24094832,24094843,24094855,24094866,24094889,24094972,24095014",8
"7849","AS_LG15_24108014:24109124","24108514,24108624",2
"7850","AS_LG15_24390774:24391878","24391274,24391303,24391340,24391366,24391378",5
"7851","AS_LG15_24628267:24629388","24628767,24628788,24628838,24628844,24628869,24628888",6
"7852","AS_LG15_24675667:24676806","24676167,24676185,24676202,24676227,24676231,24676306",6
"7853","AS_LG15_24790657:24791662","24791157,24791162",2
"7854","AS_LG15_24791859:24793020","24792359,24792399,24792429,24792520",4
"7855","AS_LG15_24804934:24806116","24805434,24805527,24805538,24805544,24805616",5
"7856","AS_LG15_24956621:24957621","24957121",1
"7857","AS_LG15_24983544:24984695","24984044,24984054,24984067,24984186,24984195",5
"7858","AS_LG15_25047444:25048601","25047944,25047954,25048009,25048023,25048076,25048101",6
"7859","AS_LG15_25451636:25452776","25452136,25452153,25452165,25452186,25452276",5
"7860","AS_LG15_25484129:25485237","25484629,25484737",2
"7861","AS_LG15_25505699:25506825","25506199,25506240,25506271,25506325",4
"7862","AS_LG15_25528844:25529975","25529344,25529460,25529475",3
"7863","AS_LG15_25533000:25534146","25533500,25533542,25533547,25533550,25533565,25533589,25533592,25533600,25533616,25533619,25533625,25533643,25533646",13
"7864","AS_LG15_25561700:25562886","25562200,25562226,25562244,25562282,25562293,25562296,25562306,25562353,25562386",9
"7865","AS_LG15_25573738:25574738","25574238",1
"7866","AS_LG15_25710345:25711369","25710845,25710869",2
"7867","AS_LG15_25924642:25925711","25925142,25925211",2
"7868","AS_LG15_25961450:25962548","25961950,25961993,25962006,25962048",4
"7869","AS_LG15_26152565:26153669","26153065,26153169",2
"7870","AS_LG15_26276250:26277285","26276750,26276785",2
"7871","AS_LG15_26387226:26388342","26387726,26387766,26387778,26387842",4
"7872","AS_LG15_26567986:26569137","26568486,26568501,26568571,26568634,26568637",5
"7873","AS_LG15_26853913:26854913","26854413",1
"7874","AS_LG15_26886825:26887829","26887325,26887329",2
"7875","AS_LG15_26979062:26980078","26979562,26979572,26979576,26979578",4
"7876","AS_LG15_27007288:27008359","27007788,27007839,27007859",3
"7877","AS_LG15_27132559:27133584","27133059,27133084",2
"7878","AS_LG15_27167349:27168352","27167849,27167852",2
"7879","AS_LG15_27413789:27414940","27414289,27414370,27414379,27414383,27414419,27414440",6
"7880","AS_LG15_27455083:27456211","27455583,27455711",2
"7881","AS_LG15_27460477:27461605","27460977,27461088,27461092,27461105",4
"7882","AS_LG15_27494955:27496088","27495455,27495457,27495480,27495559,27495563,27495588",6
"7883","AS_LG15_27516470:27517607","27516970,27516985,27516987,27517008,27517016,27517021,27517035,27517060,27517103,27517107",10
"7884","AS_LG15_27565604:27566762","27566104,27566111,27566139,27566262",4
"7885","AS_LG15_27576507:27577697","27577007,27577090,27577117,27577197",4
"7886","AS_LG15_27583547:27584679","27584047,27584179",2
"7887","AS_LG15_27763289:27764419","27763789,27763812,27763814,27763834,27763869,27763919",6
"7888","AS_LG15_27775119:27776207","27775619,27775635,27775707",3
"7889","AS_LG15_27798930:27799974","27799430,27799470,27799474",3
"7890","AS_LG15_27818932:27820070","27819432,27819441,27819448,27819451,27819489,27819554,27819570",7
"7891","AS_LG15_27852637:27853764","27853137,27853168,27853172,27853182,27853219,27853228,27853240,27853256,27853258,27853264",10
"7892","AS_LG15_27908782:27909954","27909282,27909291,27909361,27909366,27909437,27909454",6
"7893","AS_LG15_27910347:27911418","27910847,27910918",2
"7894","AS_LG15_27957970:27959130","27958470,27958573,27958584,27958588,27958605,27958611,27958630",7
"7895","AS_LG15_27998915:27999931","27999415,27999419,27999431",3
"7896","AS_LG15_28016705:28017787","28017205,28017287",2
"7897","AS_LG15_28083464:28084634","28083964,28084021,28084023,28084134",4
"7898","AS_LG15_28096829:28097909","28097329,28097335,28097359,28097409",4
"7899","AS_LG15_28117804:28118969","28118304,28118309,28118312,28118320,28118351,28118469",6
"7900","AS_LG15_28126694:28127744","28127194,28127205,28127222,28127238,28127244",5
"7901","AS_LG15_28132845:28133959","28133345,28133409,28133459",3
"7902","AS_LG15_28214888:28215911","28215388,28215393,28215404,28215408,28215411",5
"7903","AS_LG16_23462:24462","23962",1
"7904","AS_LG16_125919:127117","126419,126425,126436,126446,126462,126509,126554,126560,126566,126590,126617",11
"7905","AS_LG16_175449:176470","175949,175970",2
"7906","AS_LG16_200863:201863","201363",1
"7907","AS_LG16_250970:251970","251470",1
"7908","AS_LG16_276503:277581","277003,277038,277079,277081",4
"7909","AS_LG16_694609:695609","695109",1
"7910","AS_LG16_699103:700257","699603,699652,699666,699735,699757",5
"7911","AS_LG16_702802:703884","703302,703358,703362,703374,703384",5
"7912","AS_LG16_1016031:1017055","1016531,1016555",2
"7913","AS_LG16_1126927:1128041","1127427,1127541",2
"7914","AS_LG16_1141980:1143083","1142480,1142506,1142513,1142548,1142583",5
"7915","AS_LG16_1153403:1154415","1153903,1153915",2
"7916","AS_LG16_1232701:1233807","1233201,1233245,1233267,1233307",4
"7917","AS_LG16_1276258:1277429","1276758,1276929",2
"7918","AS_LG16_1601607:1602607","1602107",1
"7919","AS_LG16_1806704:1807881","1807204,1807378,1807381",3
"7920","AS_LG16_1868974:1870116","1869474,1869512,1869517,1869527,1869535,1869548,1869565,1869616",8
"7921","AS_LG16_1893635:1894635","1894135",1
"7922","AS_LG16_2038096:2039196","2038596,2038696",2
"7923","AS_LG16_2079415:2080528","2079915,2080024,2080028",3
"7924","AS_LG16_2119598:2120611","2120098,2120103,2120111",3
"7925","AS_LG16_2206689:2207805","2207189,2207217,2207305",3
"7926","AS_LG16_2259107:2260261","2259607,2259638,2259649,2259740,2259761",5
"7927","AS_LG16_2301284:2302444","2301784,2301795,2301896,2301920,2301924,2301944",6
"7928","AS_LG16_2648875:2650025","2649375,2649515,2649525",3
"7929","AS_LG16_2653421:2654445","2653921,2653945",2
"7930","AS_LG16_2707183:2708324","2707683,2707824",2
"7931","AS_LG16_2791771:2792771","2792271",1
"7932","AS_LG16_2794615:2795823","2795115,2795126,2795144,2795153,2795224,2795244,2795323",7
"7933","AS_LG16_3170858:3172074","3171358,3171384,3171450,3171456,3171466,3171469,3171500,3171509,3171574",9
"7934","AS_LG16_3218302:3219302","3218802",1
"7935","AS_LG16_3281388:3282514","3281888,3281892,3281969,3281974,3281977,3282014",6
"7936","AS_LG16_3287818:3288839","3288318,3288339",2
"7937","AS_LG16_3334440:3335538","3334940,3334958,3334964,3334975,3334980,3335025,3335030,3335038",8
"7938","AS_LG16_3436947:3438165","3437447,3437456,3437471,3437523,3437543,3437566,3437630,3437665",8
"7939","AS_LG16_3460137:3461277","3460637,3460678,3460733,3460774,3460777",5
"7940","AS_LG16_3525369:3526369","3525869",1
"7941","AS_LG16_3608776:3609919","3609276,3609350,3609365,3609390,3609405,3609419",6
"7942","AS_LG16_3614057:3615134","3614557,3614605,3614621,3614634",4
"7943","AS_LG16_3624895:3626027","3625395,3625399,3625507,3625527",4
"7944","AS_LG16_3649794:3650794","3650294",1
"7945","AS_LG16_3681917:3683089","3682417,3682463,3682487,3682508,3682564,3682589",6
"7946","AS_LG16_3694395:3695428","3694895,3694919,3694928",3
"7947","AS_LG16_3761488:3762580","3761988,3762054,3762080",3
"7948","AS_LG16_3768216:3769216","3768716",1
"7949","AS_LG16_3830646:3831858","3831146,3831236,3831338,3831353,3831358",5
"7950","AS_LG16_3924554:3925708","3925054,3925106,3925128,3925139,3925182,3925196,3925208",7
"7951","AS_LG16_3962202:3963202","3962702",1
"7952","AS_LG16_4302437:4303472","4302937,4302970,4302972",3
"7953","AS_LG16_4313166:4314238","4313666,4313738",2
"7954","AS_LG16_4381493:4382660","4381993,4382097,4382152,4382160",4
"7955","AS_LG16_4395891:4397038","4396391,4396431,4396434,4396464,4396482,4396499,4396524,4396535,4396538",9
"7956","AS_LG16_4451446:4452482","4451946,4451982",2
"7957","AS_LG16_4527843:4529042","4528343,4528387,4528431,4528437,4528440,4528478,4528492,4528496,4528498,4528505,4528519,4528542",12
"7958","AS_LG16_4574666:4575820","4575166,4575182,4575208,4575222,4575237,4575320",6
"7959","AS_LG16_4613744:4614905","4614244,4614365,4614375,4614405",4
"7960","AS_LG16_4657421:4658595","4657921,4658034,4658074,4658095",4
"7961","AS_LG16_4713910:4714934","4714410,4714420,4714434",3
"7962","AS_LG16_4913593:4914597","4914093,4914097",2
"7963","AS_LG16_4999651:5000671","5000151,5000171",2
"7964","AS_LG16_5091685:5092685","5092185",1
"7965","AS_LG16_5112022:5113104","5112522,5112598,5112604",3
"7966","AS_LG16_5274886:5275886","5275386",1
"7967","AS_LG16_5301441:5302553","5301941,5301976,5302053",3
"7968","AS_LG16_5304759:5305889","5305259,5305296,5305318,5305336,5305350,5305360,5305365,5305389",8
"7969","AS_LG16_5314092:5315273","5314592,5314606,5314646,5314666,5314669,5314680,5314686,5314702,5314706,5314763,5314773",11
"7970","AS_LG16_5320044:5321044","5320544",1
"7971","AS_LG16_5343758:5344758","5344258",1
"7972","AS_LG16_5401734:5402734","5402234",1
"7973","AS_LG16_5449848:5450904","5450348,5450379,5450384,5450402,5450404",5
"7974","AS_LG16_5459863:5460915","5460363,5460371,5460415",3
"7975","AS_LG16_5481582:5482582","5482082",1
"7976","AS_LG16_5536206:5537360","5536706,5536759,5536792,5536813,5536857,5536860",6
"7977","AS_LG16_5553569:5554737","5554069,5554082,5554132,5554141,5554156,5554168,5554172,5554192,5554237",9
"7978","AS_LG16_5606010:5607145","5606510,5606569,5606609,5606645",4
"7979","AS_LG16_5621016:5622077","5621516,5621577",2
"7980","AS_LG16_5651386:5652503","5651886,5651950,5651970,5651980,5652003",5
"7981","AS_LG16_5668197:5669280","5668697,5668744,5668777,5668780",4
"7982","AS_LG16_5688028:5689201","5688528,5688642,5688678,5688698,5688701",5
"7983","AS_LG16_5697286:5698286","5697786",1
"7984","AS_LG16_5723293:5724428","5723793,5723800,5723829,5723867,5723928",5
"7985","AS_LG16_5805936:5807093","5806436,5806524,5806593",3
"7986","AS_LG16_5834896:5835896","5835396",1
"7987","AS_LG16_5852000:5853000","5852500",1
"7988","AS_LG16_5860141:5861334","5860641,5860665,5860674,5860687,5860690,5860695,5860701,5860706,5860725,5860740,5860744,5860751,5860762,5860777,5860792,5860802,5860821,5860830,5860834",19
"7989","AS_LG16_5967236:5968344","5967736,5967844",2
"7990","AS_LG16_6006351:6007518","6006851,6006859,6006875,6007018",4
"7991","AS_LG16_6048320:6049512","6048820,6049012",2
"7992","AS_LG16_6199103:6200164","6199603,6199664",2
"7993","AS_LG16_6265499:6266547","6265999,6266016,6266033,6266038,6266047",5
"7994","AS_LG16_6269384:6270542","6269884,6269936,6270042",3
"7995","AS_LG16_6316287:6317287","6316787",1
"7996","AS_LG16_6342917:6344000","6343417,6343481,6343500",3
"7997","AS_LG16_6358190:6359217","6358690,6358717",2
"7998","AS_LG16_6395843:6396843","6396343",1
"7999","AS_LG16_6450787:6451825","6451287,6451297,6451319,6451325",4
"8000","AS_LG16_6460459:6461459","6460959",1
"8001","AS_LG16_6508813:6509880","6509313,6509380",2
"8002","AS_LG16_6599311:6600445","6599811,6599815,6599874,6599908,6599945",5
"8003","AS_LG16_6633685:6634770","6634185,6634270",2
"8004","AS_LG16_6660228:6661275","6660728,6660775",2
"8005","AS_LG16_6724504:6725564","6725004,6725064",2
"8006","AS_LG16_6741853:6742853","6742353",1
"8007","AS_LG16_6756045:6757149","6756545,6756649",2
"8008","AS_LG16_6761097:6762123","6761597,6761620,6761623",3
"8009","AS_LG16_6786890:6788030","6787390,6787416,6787440,6787466,6787476,6787481,6787530",7
"8010","AS_LG16_6810310:6811365","6810810,6810865",2
"8011","AS_LG16_6812287:6813406","6812787,6812906",2
"8012","AS_LG16_6959640:6960822","6960140,6960244,6960270,6960319,6960322",5
"8013","AS_LG16_6964442:6965442","6964942",1
"8014","AS_LG16_6970252:6971308","6970752,6970760,6970779,6970783,6970805,6970808",6
"8015","AS_LG16_7133111:7134234","7133611,7133640,7133689,7133734",4
"8016","AS_LG16_7155072:7156199","7155572,7155592,7155600,7155617,7155630,7155634,7155699",7
"8017","AS_LG16_7215212:7216361","7215712,7215796,7215800,7215818,7215856,7215861",6
"8018","AS_LG16_7219987:7221008","7220487,7220508",2
"8019","AS_LG16_7286717:7287870","7287217,7287370",2
"8020","AS_LG16_7339088:7340200","7339588,7339630,7339678,7339700",4
"8021","AS_LG16_7473945:7475129","7474445,7474464,7474490,7474629",4
"8022","AS_LG16_7513323:7514441","7513823,7513881,7513941",3
"8023","AS_LG16_7528937:7530039","7529437,7529459,7529490,7529506,7529539",5
"8024","AS_LG16_7548649:7549882","7549149,7549153,7549162,7549170,7549199,7549208,7549226,7549245,7549253,7549267,7549290,7549295,7549318,7549358,7549382",15
"8025","AS_LG16_7696516:7697680","7697016,7697070,7697172,7697180",4
"8026","AS_LG16_7768899:7770075","7769399,7769411,7769444,7769551,7769575",5
"8027","AS_LG16_7772311:7773504","7772811,7772848,7772878,7772911,7772960,7772996,7773004",7
"8028","AS_LG16_7790780:7791921","7791280,7791290,7791354,7791358,7791393,7791421",6
"8029","AS_LG16_7850699:7851868","7851199,7851209,7851231,7851304,7851363,7851368",6
"8030","AS_LG16_8006541:8007541","8007041",1
"8031","AS_LG16_8065256:8066340","8065756,8065759,8065780,8065802,8065805,8065840",6
"8032","AS_LG16_8077008:8078122","8077508,8077622",2
"8033","AS_LG16_8100154:8101302","8100654,8100687,8100802",3
"8034","AS_LG16_8311351:8312456","8311851,8311869,8311875,8311890,8311902,8311907,8311940,8311956",8
"8035","AS_LG16_8700056:8701184","8700556,8700569,8700575,8700587,8700601,8700684",6
"8036","AS_LG16_8719712:8720854","8720212,8720253,8720266,8720275,8720316,8720324,8720332,8720354",8
"8037","AS_LG16_8725809:8726835","8726309,8726324,8726335",3
"8038","AS_LG16_8729528:8730550","8730028,8730050",2
"8039","AS_LG16_8741786:8742913","8742286,8742308,8742310,8742319,8742351,8742370,8742400,8742413",8
"8040","AS_LG16_8747789:8748789","8748289",1
"8041","AS_LG16_8760385:8761606","8760885,8760888,8760897,8760900,8760903,8760906,8760918,8760928,8760941,8760960,8760962,8760968,8760989,8760999,8761021,8761106",16
"8042","AS_LG16_8798583:8799716","8799083,8799216",2
"8043","AS_LG16_8879743:8880891","8880243,8880248,8880260,8880293,8880312,8880325,8880368,8880391",8
"8044","AS_LG16_8977929:8978994","8978429,8978456,8978490,8978494",4
"8045","AS_LG16_8983542:8984550","8984042,8984050",2
"8046","AS_LG16_8985523:8986560","8986023,8986039,8986060",3
"8047","AS_LG16_8989152:8990315","8989652,8989673,8989762,8989783,8989807,8989815",6
"8048","AS_LG16_9088901:9089901","9089401",1
"8049","AS_LG16_9356255:9357304","9356755,9356769,9356804",3
"8050","AS_LG16_9542773:9543946","9543273,9543446",2
"8051","AS_LG16_9624725:9625751","9625225,9625242,9625251",3
"8052","AS_LG16_9718839:9719870","9719339,9719354,9719370",3
"8053","AS_LG16_9869338:9870438","9869838,9869938",2
"8054","AS_LG16_10051615:10052808","10052115,10052132,10052300,10052308",4
"8055","AS_LG16_10061083:10062234","10061583,10061590,10061600,10061734",4
"8056","AS_LG16_10103643:10104744","10104143,10104154,10104223,10104244",4
"8057","AS_LG16_10172392:10173417","10172892,10172914,10172917",3
"8058","AS_LG16_10182352:10183378","10182852,10182878",2
"8059","AS_LG16_10203784:10204957","10204284,10204305,10204317,10204457",4
"8060","AS_LG16_10303253:10304253","10303753",1
"8061","AS_LG16_10520363:10521406","10520863,10520867,10520906",3
"8062","AS_LG16_10579514:10580514","10580014",1
"8063","AS_LG16_10635058:10636091","10635558,10635563,10635591",3
"8064","AS_LG16_10639011:10640165","10639511,10639519,10639546,10639576,10639595,10639604,10639609,10639612,10639630,10639635,10639639,10639659,10639665",13
"8065","AS_LG16_10688402:10689436","10688902,10688908,10688920,10688936",4
"8066","AS_LG16_10703200:10704350","10703700,10703827,10703840,10703850",4
"8067","AS_LG16_10784707:10785819","10785207,10785209,10785233,10785254,10785270,10785319",6
"8068","AS_LG16_10844604:10845749","10845104,10845207,10845230,10845249",4
"8069","AS_LG16_10853103:10854253","10853603,10853684,10853751,10853753",4
"8070","AS_LG16_10910673:10911808","10911173,10911178,10911215,10911220,10911226,10911255,10911270,10911308",8
"8071","AS_LG16_10971124:10972136","10971624,10971636",2
"8072","AS_LG16_11027847:11028938","11028347,11028397,11028408,11028412,11028414,11028438",6
"8073","AS_LG16_11041709:11042844","11042209,11042286,11042344",3
"8074","AS_LG16_11126504:11127641","11127004,11127067,11127141",3
"8075","AS_LG16_11248630:11249798","11249130,11249153,11249164,11249199,11249204,11249213,11249232,11249247,11249259,11249298",10
"8076","AS_LG16_11298185:11299305","11298685,11298704,11298708,11298718,11298726,11298805",6
"8077","AS_LG16_11314865:11316034","11315365,11315370,11315404,11315407,11315482,11315494,11315500,11315509,11315527,11315534",10
"8078","AS_LG16_11444609:11445609","11445109",1
"8079","AS_LG16_11495913:11496942","11496413,11496418,11496424,11496426,11496432,11496442",6
"8080","AS_LG16_11603544:11604610","11604044,11604046,11604110",3
"8081","AS_LG16_11673633:11674793","11674133,11674169,11674179,11674237,11674293",5
"8082","AS_LG16_11698779:11699981","11699279,11699429,11699444,11699468,11699481",5
"8083","AS_LG16_11757164:11758210","11757664,11757697,11757707,11757710",4
"8084","AS_LG16_11935642:11936822","11936142,11936152,11936229,11936263,11936310,11936322",6
"8085","AS_LG16_11952233:11953323","11952733,11952760,11952774,11952818,11952823",5
"8086","AS_LG16_12037879:12038879","12038379",1
"8087","AS_LG16_12141928:12142928","12142428",1
"8088","AS_LG16_12204657:12205813","12205157,12205228,12205267,12205305,12205313",5
"8089","AS_LG16_12265875:12266987","12266375,12266426,12266480,12266483,12266487",5
"8090","AS_LG16_12297654:12298709","12298154,12298177,12298198,12298209",4
"8091","AS_LG16_12327976:12329010","12328476,12328487,12328510",3
"8092","AS_LG16_12329573:12330573","12330073",1
"8093","AS_LG16_12388352:12389513","12388852,12388922,12388973,12389013",4
"8094","AS_LG16_12419801:12420826","12420301,12420326",2
"8095","AS_LG16_12497037:12498257","12497537,12497629,12497643,12497701,12497757",5
"8096","AS_LG16_12517856:12519019","12518356,12518389,12518422,12518440,12518519",5
"8097","AS_LG16_12574993:12576109","12575493,12575535,12575592,12575609",4
"8098","AS_LG16_12576272:12577272","12576772",1
"8099","AS_LG16_12621685:12622695","12622185,12622195",2
"8100","AS_LG16_12631309:12632445","12631809,12631840,12631881,12631945",4
"8101","AS_LG16_12748526:12749546","12749026,12749046",2
"8102","AS_LG16_12872216:12873368","12872716,12872759,12872771,12872868",4
"8103","AS_LG16_12981742:12982850","12982242,12982254,12982281,12982297,12982314,12982332,12982350",7
"8104","AS_LG16_12986802:12987973","12987302,12987327,12987342,12987412,12987465,12987473",6
"8105","AS_LG16_13093906:13095068","13094406,13094525,13094530,13094549,13094568",5
"8106","AS_LG16_13219556:13220556","13220056",1
"8107","AS_LG16_13227808:13228819","13228308,13228319",2
"8108","AS_LG16_13248352:13249420","13248852,13248891,13248920",3
"8109","AS_LG16_13382872:13383985","13383372,13383412,13383485",3
"8110","AS_LG16_13415758:13416782","13416258,13416260,13416282",3
"8111","AS_LG16_13455553:13456740","13456053,13456152,13456240",3
"8112","AS_LG16_13470380:13471404","13470880,13470898,13470901,13470904",4
"8113","AS_LG16_13506758:13507932","13507258,13507389,13507432",3
"8114","AS_LG16_13524042:13525129","13524542,13524629",2
"8115","AS_LG16_13551392:13552479","13551892,13551979",2
"8116","AS_LG16_13555728:13556828","13556228,13556328",2
"8117","AS_LG16_13611589:13612692","13612089,13612101,13612128,13612192",4
"8118","AS_LG16_13630249:13631328","13630749,13630776,13630807,13630828",4
"8119","AS_LG16_13722882:13724063","13723382,13723396,13723455,13723459,13723491,13723503,13723534,13723537,13723552,13723563",10
"8120","AS_LG16_13728651:13729841","13729151,13729275,13729341",3
"8121","AS_LG16_13761029:13762159","13761529,13761556,13761639,13761647,13761659",5
"8122","AS_LG16_13849624:13850817","13850124,13850214,13850317",3
"8123","AS_LG16_13854372:13855394","13854872,13854894",2
"8124","AS_LG16_13858783:13859851","13859283,13859311,13859337,13859351",4
"8125","AS_LG16_13864944:13866019","13865444,13865519",2
"8126","AS_LG16_13871050:13872169","13871550,13871560,13871564,13871600,13871665,13871669",6
"8127","AS_LG16_13886978:13887978","13887478",1
"8128","AS_LG16_13908867:13909931","13909367,13909395,13909399,13909406,13909431",5
"8129","AS_LG16_13975553:13976589","13976053,13976089",2
"8130","AS_LG16_13985414:13986459","13985914,13985925,13985953,13985959",4
"8131","AS_LG16_14016893:14017943","14017393,14017443",2
"8132","AS_LG16_14020498:14021609","14020998,14021103,14021106,14021109",4
"8133","AS_LG16_14027252:14028347","14027752,14027762,14027786,14027847",4
"8134","AS_LG16_14056910:14058095","14057410,14057433,14057442,14057486,14057493,14057595",6
"8135","AS_LG16_14061813:14062924","14062313,14062330,14062392,14062424",4
"8136","AS_LG16_14317510:14318677","14318010,14318070,14318093,14318096,14318134,14318152,14318170,14318177",8
"8137","AS_LG16_14425173:14426286","14425673,14425760,14425772,14425786",4
"8138","AS_LG16_14482610:14483647","14483110,14483130,14483147",3
"8139","AS_LG16_14503737:14504891","14504237,14504255,14504303,14504391",4
"8140","AS_LG16_14622337:14623502","14622837,14622867,14622936,14622955,14623002",5
"8141","AS_LG16_14763375:14764510","14763875,14763879,14763900,14763931,14764010",5
"8142","AS_LG16_14767713:14768906","14768213,14768223,14768290,14768319,14768330,14768341,14768362,14768364,14768376,14768391,14768396,14768406",12
"8143","AS_LG16_14811170:14812382","14811670,14811813,14811827,14811835,14811882",5
"8144","AS_LG16_14821692:14822812","14822192,14822259,14822308,14822312",4
"8145","AS_LG16_14850553:14851601","14851053,14851101",2
"8146","AS_LG16_14861909:14862909","14862409",1
"8147","AS_LG16_15036405:15037570","15036905,15036907,15037070",3
"8148","AS_LG16_15051073:15052177","15051573,15051598,15051608,15051612,15051627,15051639,15051667,15051677",8
"8149","AS_LG16_15156302:15157361","15156802,15156807,15156812,15156823,15156838,15156840,15156861",7
"8150","AS_LG16_15165225:15166370","15165725,15165729,15165732,15165806,15165823,15165826,15165832,15165836,15165856,15165870",10
"8151","AS_LG16_15171798:15172846","15172298,15172314,15172336,15172346",4
"8152","AS_LG16_15223047:15224186","15223547,15223582,15223686",3
"8153","AS_LG16_15252216:15253359","15252716,15252859",2
"8154","AS_LG16_15364116:15365326","15364616,15364703,15364716,15364764,15364778,15364811,15364814,15364826",8
