"","Chr","seq_names","pos_rgenome","pos_seq","pos_align","width_align","chr_align","aligned","seq_number","SMR","species"
"345","AC_15","AC_15_14039621:14040974",14040410,41,36824222,62,"NC_000003.12",TRUE,"seq_060","SMR_003","AC"
"346","AC_15","AC_15_14039621:14040974",14040414,45,36824226,62,"NC_000003.12",TRUE,"seq_060","SMR_003","AC"
"347","AC_15","AC_15_14039621:14040974",14040418,49,36824230,62,"NC_000003.12",TRUE,"seq_060","SMR_003","AC"
"348","AC_15","AC_15_14039621:14040974",14040434,65,36824246,62,"NC_000003.12",FALSE,"seq_060","SMR_003","AC"
"349","AC_15","AC_15_14039621:14040974",14040443,74,36824255,62,"NC_000003.12",FALSE,"seq_060","SMR_003","AC"
"350","AC_15","AC_15_14039621:14040974",14040459,90,36824271,62,"NC_000003.12",FALSE,"seq_060","SMR_003","AC"
"351","AC_15","AC_15_14039621:14040974",14040468,99,36824280,62,"NC_000003.12",FALSE,"seq_060","SMR_003","AC"
"352","AC_15","AC_15_14039621:14040974",14040474,105,36824286,62,"NC_000003.12",FALSE,"seq_060","SMR_003","AC"
"354","AC_20","AC_20_7265389:7266447",7265923,251,36824897,65,"NC_000003.12",FALSE,"seq_061","SMR_003","AC"
"355","AC_20","AC_20_7265389:7266447",7265925,253,36824899,65,"NC_000003.12",FALSE,"seq_061","SMR_003","AC"
"356","AC_20","AC_20_7265389:7266447",7265937,265,36824911,65,"NC_000003.12",FALSE,"seq_061","SMR_003","AC"
"357","AC_20","AC_20_7265389:7266447",7265947,275,36824921,65,"NC_000003.12",FALSE,"seq_061","SMR_003","AC"
"360","AC_4","AC_4_19862992:19864062",19863492,235,36824899,65,"NC_000003.12",FALSE,"seq_063","SMR_003","AC"
"362","AC_4","AC_4_19862992:19864062",19863562,305,36824969,65,"NC_000003.12",FALSE,"seq_063","SMR_003","AC"
"363","AC_5","AC_5_7553461:7554534",7553961,-400,36823633,48,"NC_000003.12",FALSE,"seq_064","SMR_003","AC"
"366","AC_5","AC_5_7553461:7554534",7554005,-356,36823677,48,"NC_000003.12",FALSE,"seq_064","SMR_003","AC"
"367","AC_5","AC_5_7553461:7554534",7554026,-335,36823698,48,"NC_000003.12",FALSE,"seq_064","SMR_003","AC"
"368","AC_5","AC_5_7553461:7554534",7554034,-327,36823706,48,"NC_000003.12",FALSE,"seq_064","SMR_003","AC"
"369","AC_11","AC_11_24308348:24309442",24308848,-496,36607667,98,"NC_000020.11",FALSE,"seq_065","SMR_046","AC"
"373","AC_20","AC_20_4139672:4141208",4140172,493,36609643,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"374","AC_20","AC_20_4139672:4141208",4140183,504,36609654,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"375","AC_20","AC_20_4139672:4141208",4140189,510,36609660,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"376","AC_20","AC_20_4139672:4141208",4140207,528,36609678,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"377","AC_20","AC_20_4139672:4141208",4140221,542,36609692,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"379","AC_20","AC_20_4139672:4141208",4140239,560,36609710,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"380","AC_20","AC_20_4139672:4141208",4140248,569,36609719,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"381","AC_20","AC_20_4139672:4141208",4140256,577,36609727,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"382","AC_20","AC_20_4139672:4141208",4140264,585,36609735,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"383","AC_20","AC_20_4139672:4141208",4140283,604,36609754,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"384","AC_20","AC_20_4139672:4141208",4140286,607,36609757,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"385","AC_20","AC_20_4139672:4141208",4140580,901,36610051,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"386","AC_20","AC_20_4139672:4141208",4140594,915,36610065,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"387","AC_20","AC_20_4139672:4141208",4140600,921,36610071,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"388","AC_20","AC_20_4139672:4141208",4140610,931,36610081,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"389","AC_20","AC_20_4139672:4141208",4140613,934,36610084,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"390","AC_20","AC_20_4139672:4141208",4140616,937,36610087,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"391","AC_20","AC_20_4139672:4141208",4140618,939,36610089,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"392","AC_20","AC_20_4139672:4141208",4140640,961,36610111,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"395","AC_20","AC_20_4139672:4141208",4140678,999,36610149,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"396","AC_20","AC_20_4139672:4141208",4140680,1001,36610151,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"397","AC_20","AC_20_4139672:4141208",4140689,1010,36610160,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"398","AC_20","AC_20_4139672:4141208",4140691,1012,36610162,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"399","AC_20","AC_20_4139672:4141208",4140693,1014,36610164,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"400","AC_20","AC_20_4139672:4141208",4140697,1018,36610168,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"401","AC_20","AC_20_4139672:4141208",4140708,1029,36610179,80,"NC_000020.11",FALSE,"seq_066","SMR_046","AC"
"402","AC_20","AC_20_19798405:19799405",19798905,219,36609095,95,"NC_000020.11",FALSE,"seq_067","SMR_046","AC"
"403","AC_6","AC_6_783757:784868",784257,362,36609400,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"405","AC_6","AC_6_783757:784868",784274,379,36609417,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"406","AC_6","AC_6_783757:784868",784279,384,36609422,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"407","AC_6","AC_6_783757:784868",784295,400,36609438,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"408","AC_6","AC_6_783757:784868",784326,431,36609469,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"410","AC_6","AC_6_783757:784868",784334,439,36609477,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"413","AC_6","AC_6_783757:784868",784346,451,36609489,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"414","AC_6","AC_6_783757:784868",784368,473,36609511,80,"NC_000020.11",FALSE,"seq_068","SMR_046","AC"
"416","AC_8","AC_8_3426790:3427874",3427302,-96,36608453,101,"NC_000020.11",FALSE,"seq_069","SMR_046","AC"
"417","AC_8","AC_8_3426790:3427874",3427362,-36,36608513,101,"NC_000020.11",FALSE,"seq_069","SMR_046","AC"
"418","AC_8","AC_8_3426790:3427874",3427364,-34,36608515,101,"NC_000020.11",FALSE,"seq_069","SMR_046","AC"
"419","AC_8","AC_8_3426790:3427874",3427374,-24,36608525,101,"NC_000020.11",FALSE,"seq_069","SMR_046","AC"
"420","AC_11","AC_11_7601854:7602952",7602354,500,3225652,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"421","AC_11","AC_11_7601854:7602952",7602366,512,3225664,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"422","AC_11","AC_11_7601854:7602952",7602372,518,3225670,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"423","AC_11","AC_11_7601854:7602952",7602403,549,3225701,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"424","AC_11","AC_11_7601854:7602952",7602405,551,3225703,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"425","AC_11","AC_11_7601854:7602952",7602417,563,3225715,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"426","AC_11","AC_11_7601854:7602952",7602421,567,3225719,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"427","AC_11","AC_11_7601854:7602952",7602452,598,3225750,663,"NC_000006.12",TRUE,"seq_070","SMR_009","AC"
"441","AC_6","AC_6_7937627:7938741",7938241,614,3225675,757,"NC_000006.12",TRUE,"seq_072","SMR_009","AC"
"442","AC_11","AC_11_26906967:26908059",26907467,500,128908892,936,"NC_000009.12",TRUE,"seq_073","SMR_020","AC"
"443","AC_11","AC_11_26906967:26908059",26907474,507,128908899,936,"NC_000009.12",TRUE,"seq_073","SMR_020","AC"
"444","AC_11","AC_11_26906967:26908059",26907484,517,128908909,936,"NC_000009.12",TRUE,"seq_073","SMR_020","AC"
"447","AC_11","AC_11_26906967:26908059",26907559,592,128908984,936,"NC_000009.12",TRUE,"seq_073","SMR_020","AC"
"448","AC_19","AC_19_2413393:2414494",2413893,497,128908880,873,"NC_000009.12",TRUE,"seq_074","SMR_020","AC"
"449","AC_19","AC_19_2413393:2414494",2413900,504,128908887,873,"NC_000009.12",TRUE,"seq_074","SMR_020","AC"
"452","AC_19","AC_19_2413393:2414494",2413985,589,128908972,873,"NC_000009.12",TRUE,"seq_074","SMR_020","AC"
"454","AC_12","AC_12_30726044:30727103",30726544,308,46389479,103,"NC_000019.10",FALSE,"seq_075","SMR_043","AC"
"455","AC_12","AC_12_30726044:30727103",30726551,315,46389486,103,"NC_000019.10",FALSE,"seq_075","SMR_043","AC"
"457","AC_12","AC_12_30726044:30727103",30726603,367,46389538,103,"NC_000019.10",FALSE,"seq_075","SMR_043","AC"
"459","AC_14","AC_14_2823651:2824744",2824176,212,100941128,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"460","AC_14","AC_14_2823651:2824744",2824185,221,100941137,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"461","AC_14","AC_14_2823651:2824744",2824220,256,100941172,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"462","AC_14","AC_14_2823651:2824744",2824224,260,100941176,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"463","AC_14","AC_14_2823651:2824744",2824226,262,100941178,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"464","AC_14","AC_14_2823651:2824744",2824233,269,100941185,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"465","AC_14","AC_14_2823651:2824744",2824244,280,100941196,143,"NC_000015.10",FALSE,"seq_076","SMR_038","AC"
"468","AC_14","AC_14_4843039:4844167",4843572,131,93587823,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"469","AC_14","AC_14_4843039:4844167",4843581,140,93587832,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"470","AC_14","AC_14_4843039:4844167",4843590,149,93587841,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"471","AC_14","AC_14_4843039:4844167",4843592,151,93587843,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"473","AC_14","AC_14_4843039:4844167",4843611,170,93587862,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"474","AC_14","AC_14_4843039:4844167",4843617,176,93587868,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"475","AC_14","AC_14_4843039:4844167",4843622,181,93587873,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"476","AC_14","AC_14_4843039:4844167",4843625,184,93587876,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"477","AC_14","AC_14_4843039:4844167",4843635,194,93587886,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"478","AC_14","AC_14_4843039:4844167",4843638,197,93587889,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"479","AC_14","AC_14_4843039:4844167",4843640,199,93587891,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"480","AC_14","AC_14_4843039:4844167",4843650,209,93587901,357,"NC_000005.10",TRUE,"seq_077","SMR_008","AC"
"484","AC_14","AC_14_2065485:2066505",2065985,260,195134847,63,"NC_000003.12",FALSE,"seq_078","SMR_005","AC"
"485","AC_14","AC_14_2065485:2066505",2066005,280,195134867,63,"NC_000003.12",FALSE,"seq_078","SMR_005","AC"
"486","AC_10","AC_10_6922087:6923179",6922587,-135,130359811,94,"NC_000010.11",FALSE,"seq_079","SMR_026","AC"
"487","AC_10","AC_10_6922087:6923179",6922600,-122,130359824,94,"NC_000010.11",FALSE,"seq_079","SMR_026","AC"
"488","AC_10","AC_10_6922087:6923179",6922669,-53,130359893,94,"NC_000010.11",FALSE,"seq_079","SMR_026","AC"
"489","AC_10","AC_10_6922087:6923179",6922679,-43,130359903,94,"NC_000010.11",FALSE,"seq_079","SMR_026","AC"
"490","AC_13","AC_13_15437663:15438791",15438163,-471,130359141,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"492","AC_13","AC_13_15437663:15438791",15438176,-458,130359154,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"494","AC_13","AC_13_15437663:15438791",15438205,-429,130359183,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"495","AC_13","AC_13_15437663:15438791",15438209,-425,130359187,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"496","AC_13","AC_13_15437663:15438791",15438230,-404,130359208,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"497","AC_13","AC_13_15437663:15438791",15438234,-400,130359212,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"498","AC_13","AC_13_15437663:15438791",15438240,-394,130359218,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"500","AC_13","AC_13_15437663:15438791",15438262,-372,130359240,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"502","AC_13","AC_13_15437663:15438791",15438291,-343,130359269,131,"NC_000010.11",FALSE,"seq_080","SMR_026","AC"
"507","AC_13","AC_13_12049606:12050679",12050179,-92,130359825,122,"NC_000010.11",FALSE,"seq_081","SMR_026","AC"
"508","AC_18","AC_18_6416111:6417223",6416611,-304,130359424,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"509","AC_18","AC_18_6416111:6417223",6416620,-295,130359433,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"510","AC_18","AC_18_6416111:6417223",6416623,-292,130359436,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"511","AC_18","AC_18_6416111:6417223",6416640,-275,130359453,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"512","AC_18","AC_18_6416111:6417223",6416647,-268,130359460,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"513","AC_18","AC_18_6416111:6417223",6416656,-259,130359469,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"514","AC_18","AC_18_6416111:6417223",6416659,-256,130359472,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"515","AC_18","AC_18_6416111:6417223",6416674,-241,130359487,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"516","AC_18","AC_18_6416111:6417223",6416689,-226,130359502,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"517","AC_18","AC_18_6416111:6417223",6416692,-223,130359505,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"518","AC_18","AC_18_6416111:6417223",6416695,-220,130359508,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"519","AC_18","AC_18_6416111:6417223",6416706,-209,130359519,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"520","AC_18","AC_18_6416111:6417223",6416723,-192,130359536,68,"NC_000010.11",FALSE,"seq_082","SMR_026","AC"
"523","AC_13","AC_13_12397321:12398381",12397851,-178,2719376,67,"NC_000012.12",FALSE,"seq_083","SMR_029","AC"
"525","AC_14","AC_14_22869624:22870672",22870124,-101,2719568,403,"NC_000012.12",FALSE,"seq_084","SMR_029","AC"
"526","AC_14","AC_14_22869624:22870672",22870172,-53,2719616,403,"NC_000012.12",FALSE,"seq_084","SMR_029","AC"
"527","AC_15","AC_15_7878130:7879223",7878630,418,2720830,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"528","AC_15","AC_15_7878130:7879223",7878638,426,2720838,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"529","AC_15","AC_15_7878130:7879223",7878648,436,2720848,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"530","AC_15","AC_15_7878130:7879223",7878669,457,2720869,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"531","AC_15","AC_15_7878130:7879223",7878692,480,2720892,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"532","AC_15","AC_15_7878130:7879223",7878723,511,2720923,161,"NC_000012.12",FALSE,"seq_085","SMR_029","AC"
"533","AC_18","AC_18_55940:57036",56440,500,2720592,193,"NC_000012.12",FALSE,"seq_086","SMR_029","AC"
"538","AC_18","AC_18_55940:57036",56536,596,2720688,193,"NC_000012.12",FALSE,"seq_086","SMR_029","AC"
"539","AC_5","AC_5_18654132:18656148",18654632,-725,2718684,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"540","AC_5","AC_5_18654132:18656148",18654636,-721,2718688,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"541","AC_5","AC_5_18654132:18656148",18654645,-712,2718697,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"542","AC_5","AC_5_18654132:18656148",18654654,-703,2718706,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"543","AC_5","AC_5_18654132:18656148",18654665,-692,2718717,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"544","AC_5","AC_5_18654132:18656148",18654669,-688,2718721,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"545","AC_5","AC_5_18654132:18656148",18654671,-686,2718723,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"546","AC_5","AC_5_18654132:18656148",18654676,-681,2718728,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"547","AC_5","AC_5_18654132:18656148",18654680,-677,2718732,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"548","AC_5","AC_5_18654132:18656148",18654684,-673,2718736,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"550","AC_5","AC_5_18654132:18656148",18654716,-641,2718768,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"551","AC_5","AC_5_18654132:18656148",18654727,-630,2718779,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"552","AC_5","AC_5_18654132:18656148",18654738,-619,2718790,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"553","AC_5","AC_5_18654132:18656148",18655536,179,2719588,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"554","AC_5","AC_5_18654132:18656148",18655539,182,2719591,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"555","AC_5","AC_5_18654132:18656148",18655596,239,2719648,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"556","AC_5","AC_5_18654132:18656148",18655638,281,2719690,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"557","AC_5","AC_5_18654132:18656148",18655648,291,2719700,89,"NC_000012.12",FALSE,"seq_087","SMR_029","AC"
"558","AC_14","AC_14_20776812:20777854",20777312,-333,36608026,65,"NC_000020.11",FALSE,"seq_088","SMR_044","AC"
"559","AC_14","AC_14_20776812:20777854",20777327,-318,36608041,65,"NC_000020.11",FALSE,"seq_088","SMR_044","AC"
"572","AC_1","AC_1_2964577:2965577",2965077,203,100941307,107,"NC_000015.10",FALSE,"seq_092","SMR_036","AC"
"573","AC_15","AC_15_10275211:10276306",10275711,317,100941473,147,"NC_000015.10",FALSE,"seq_093","SMR_036","AC"
"574","AC_15","AC_15_10275211:10276306",10275732,338,100941494,147,"NC_000015.10",FALSE,"seq_093","SMR_036","AC"
"575","AC_15","AC_15_10275211:10276306",10275806,412,100941568,147,"NC_000015.10",FALSE,"seq_093","SMR_036","AC"
"580","AC_19","AC_19_15017797:15018880",15018320,-436,100939988,121,"NC_000015.10",FALSE,"seq_094","SMR_036","AC"
"582","AC_19","AC_19_15017797:15018880",15018359,-397,100940027,121,"NC_000015.10",FALSE,"seq_094","SMR_036","AC"
"587","AC_15","AC_15_16688767:16689870",16689300,388,157461508,119,"NC_000007.14",FALSE,"seq_096","SMR_015","AC"
"590","AC_15","AC_15_16688767:16689870",16689310,398,157461518,119,"NC_000007.14",FALSE,"seq_096","SMR_015","AC"
"595","AC_16","AC_16_20673791:20674791",20674291,-126,130359411,106,"NC_000010.11",FALSE,"seq_097","SMR_026","AC"
"597","AC_16","AC_16_19760691:19761739",19761239,0,30115851,231,"NC_000019.10",FALSE,"seq_098","SMR_042","AC"
"601","AC_16","AC_16_24355690:24357321",24356294,-160,133562895,183,"NC_000009.12",FALSE,"seq_100","SMR_021","AC"
"602","AC_16","AC_16_24355690:24357321",24356314,-140,133562915,183,"NC_000009.12",FALSE,"seq_100","SMR_021","AC"
"603","AC_16","AC_16_24355690:24357321",24356772,318,133563373,183,"NC_000009.12",FALSE,"seq_100","SMR_021","AC"
"604","AC_16","AC_16_24355690:24357321",24356821,367,133563422,183,"NC_000009.12",FALSE,"seq_100","SMR_021","AC"
"605","AC_21","AC_21_1744305:1745373",1744805,-346,133562628,174,"NC_000009.12",FALSE,"seq_101","SMR_021","AC"
"606","AC_21","AC_21_1744305:1745373",1744824,-327,133562647,174,"NC_000009.12",FALSE,"seq_101","SMR_021","AC"
"607","AC_21","AC_21_1744305:1745373",1744873,-278,133562696,174,"NC_000009.12",FALSE,"seq_101","SMR_021","AC"
"610","AC_16","AC_16_26410969:26412091",26411469,-223,240779816,175,"NC_000002.12",FALSE,"seq_103","SMR_002","AC"
"611","AC_16","AC_16_26410969:26412091",26411478,-214,240779825,175,"NC_000002.12",FALSE,"seq_103","SMR_002","AC"
"612","AC_16","AC_16_26410969:26412091",26411482,-210,240779829,175,"NC_000002.12",FALSE,"seq_103","SMR_002","AC"
"613","AC_16","AC_16_26410969:26412091",26411537,-155,240779884,175,"NC_000002.12",FALSE,"seq_103","SMR_002","AC"
"624","AC_18","AC_18_12999209:13000289",12999712,281,16440591,54,"NC_000020.11",FALSE,"seq_105","SMR_045","AC"
"625","AC_18","AC_18_12999209:13000289",12999715,284,16440594,54,"NC_000020.11",FALSE,"seq_105","SMR_045","AC"
"626","AC_18","AC_18_12999209:13000289",12999725,294,16440604,54,"NC_000020.11",FALSE,"seq_105","SMR_045","AC"
"627","AC_18","AC_18_12999209:13000289",12999740,309,16440619,54,"NC_000020.11",FALSE,"seq_105","SMR_045","AC"
"631","AC_19","AC_19_13097211:13098272",13097723,217,64716358,110,"NC_000014.9",FALSE,"seq_106","SMR_033","AC"
"632","AC_19","AC_19_13097211:13098272",13097772,266,64716407,110,"NC_000014.9",FALSE,"seq_106","SMR_033","AC"
"633","AC_21","AC_21_6583759:6584759",6584259,-30,64715876,114,"NC_000014.9",FALSE,"seq_107","SMR_033","AC"
"634","AC_21","AC_21_8333017:8334121",8333517,-196,64715553,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"636","AC_21","AC_21_8333017:8334121",8333525,-188,64715561,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"638","AC_21","AC_21_8333017:8334121",8333541,-172,64715577,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"639","AC_21","AC_21_8333017:8334121",8333553,-160,64715589,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"640","AC_21","AC_21_8333017:8334121",8333561,-152,64715597,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"641","AC_21","AC_21_8333017:8334121",8333569,-144,64715605,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"642","AC_21","AC_21_8333017:8334121",8333574,-139,64715610,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"643","AC_21","AC_21_8333017:8334121",8333579,-134,64715615,101,"NC_000014.9",FALSE,"seq_108","SMR_033","AC"
"645","AC_3","AC_3_22373198:22374280",22373698,-504,64714959,79,"NC_000014.9",FALSE,"seq_109","SMR_033","AC"
"646","AC_3","AC_3_22373198:22374280",22373780,-422,64715041,79,"NC_000014.9",FALSE,"seq_109","SMR_033","AC"
"647","AC_19","AC_19_6054147:6055225",6054647,322,61156979,117,"NC_000020.11",FALSE,"seq_110","SMR_047","AC"
"651","AC_19","AC_19_6054147:6055225",6054717,392,61157049,117,"NC_000020.11",FALSE,"seq_110","SMR_047","AC"
"653","AC_6","AC_6_22859065:22860136",22859565,132,61156600,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"655","AC_6","AC_6_22859065:22860136",22859588,155,61156623,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"656","AC_6","AC_6_22859065:22860136",22859601,168,61156636,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"657","AC_6","AC_6_22859065:22860136",22859611,178,61156646,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"658","AC_6","AC_6_22859065:22860136",22859628,195,61156663,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"659","AC_6","AC_6_22859065:22860136",22859636,203,61156671,90,"NC_000020.11",FALSE,"seq_111","SMR_047","AC"
"666","AC_19","AC_19_17274141:17275268",17274727,-29,17240717,51,"NC_000007.14",FALSE,"seq_112","SMR_013","AC"
"669","AC_19","AC_19_17274141:17275268",17274748,-8,17240738,51,"NC_000007.14",FALSE,"seq_112","SMR_013","AC"
"671","AC_19","AC_19_17274141:17275268",17274761,5,17240751,51,"NC_000007.14",TRUE,"seq_112","SMR_013","AC"
"672","AC_19","AC_19_17274141:17275268",17274768,12,17240758,51,"NC_000007.14",TRUE,"seq_112","SMR_013","AC"
"675","AC_23","AC_23_7166753:7167861",7167279,223,17241271,59,"NC_000007.14",FALSE,"seq_113","SMR_013","AC"
"676","AC_23","AC_23_7166753:7167861",7167302,246,17241294,59,"NC_000007.14",FALSE,"seq_113","SMR_013","AC"
"678","AC_23","AC_23_7166753:7167861",7167342,286,17241334,59,"NC_000007.14",FALSE,"seq_113","SMR_013","AC"
"679","AC_23","AC_23_7166753:7167861",7167344,288,17241336,59,"NC_000007.14",FALSE,"seq_113","SMR_013","AC"
"680","AC_23","AC_23_7166753:7167861",7167361,305,17241353,59,"NC_000007.14",FALSE,"seq_113","SMR_013","AC"
"681","AC_19","AC_19_12763228:12764330",12763728,284,54678551,43,"NC_000014.9",FALSE,"seq_114","SMR_032","AC"
"687","AC_19","AC_19_12763228:12764330",12763804,360,54678627,43,"NC_000014.9",FALSE,"seq_114","SMR_032","AC"
"691","AC_19","AC_19_17556941:17558046",17557454,256,115372710,64,"NC_000009.12",FALSE,"seq_115","SMR_019","AC"
"693","AC_19","AC_19_17556941:17558046",17557472,274,115372728,64,"NC_000009.12",FALSE,"seq_115","SMR_019","AC"
"695","AC_19","AC_19_17556941:17558046",17557546,348,115372802,64,"NC_000009.12",FALSE,"seq_115","SMR_019","AC"
"696","AC_2","AC_2_5402563:5403665",5403063,-491,36823449,63,"NC_000003.12",FALSE,"seq_116","SMR_004","AC"
"697","AC_2","AC_2_5402563:5403665",5403065,-489,36823451,63,"NC_000003.12",FALSE,"seq_116","SMR_004","AC"
"698","AC_2","AC_2_5402563:5403665",5403072,-482,36823458,63,"NC_000003.12",FALSE,"seq_116","SMR_004","AC"
"699","AC_2","AC_2_5402563:5403665",5403081,-473,36823467,63,"NC_000003.12",FALSE,"seq_116","SMR_004","AC"
